Genus;Epithet;Author;Whole
Schradera;nilssonii;Steyerm.        ;Schradera nilssonii Steyerm.        
Schradera;obtusifolia;C.M.Taylor        ;Schradera obtusifolia C.M.Taylor        
Schradera;polycephala;DC.        ;Schradera polycephala DC.        
Schradera;rotundata;Standl. ex Steyerm.      ;Schradera rotundata Standl. ex Steyerm.      
Schradera;suaveolens;(H.Karst.) Steyerm.       ;Schradera suaveolens (H.Karst.) Steyerm.       
Schradera;subandina;K.Krause        ;Schradera subandina K.Krause        
Schradera;surinamensis;Standl.        ;Schradera surinamensis Standl.        
Uncaria;guianensis;(Aubl.) J.F.Gmel.       ;Uncaria guianensis (Aubl.) J.F.Gmel.       
Uncaria;tomentosa;(Willd. ex Schult.) DC.     ;Uncaria tomentosa (Willd. ex Schult.) DC.     
Zanthoxylum;foliolosum;Donn.Sm.        ;Zanthoxylum foliolosum Donn.Sm.        
Casearia;aculeata;Jacq.        ;Casearia aculeata Jacq.        
Cardiospermum;corindum;L.        ;Cardiospermum corindum L.        
Serjania;cristobaliae;(Ferrucci & Urdampill.) Ferrucci & V.W.Steinm.   ;Serjania cristobaliae (Ferrucci & Urdampill.) Ferrucci & V.W.Steinm.   
Cardiospermum;grandiflorum;Sw.        ;Cardiospermum grandiflorum Sw.        
Cardiospermum;halicacabum;L.        ;Cardiospermum halicacabum L.        
Cardiospermum;heringeri;Ferrucci        ;Cardiospermum heringeri Ferrucci        
Cardiospermum;integerrimum;Radlk.        ;Cardiospermum integerrimum Radlk.        
Urvillea;oliveirae;(Ferrucci) Acev.-Rodr. & Ferrucci     ;Urvillea oliveirae (Ferrucci) Acev.-Rodr. & Ferrucci     
Urvillea;pterocarpa;(Radlk.) Acev.-Rodr. & Ferrucci     ;Urvillea pterocarpa (Radlk.) Acev.-Rodr. & Ferrucci     
Cardiospermum;urvilleoides;(Radlk.) Ferrucci       ;Cardiospermum urvilleoides (Radlk.) Ferrucci       
Houssayanthus;incanus;(Radlk.) Ferrucci       ;Houssayanthus incanus (Radlk.) Ferrucci       
Serjania;macrolopha;(Radlk.) Acev.-Rodr. & Ferrucci     ;Serjania macrolopha (Radlk.) Acev.-Rodr. & Ferrucci     
Houssayanthus;monogynus;(Hoffmanns. ex Schltdl.) Ferrucci     ;Houssayanthus monogynus (Hoffmanns. ex Schltdl.) Ferrucci     
Lophostigma;plumosum;Radlk.        ;Lophostigma plumosum Radlk.        
Lophostigma;schunkei;(Acev.-Rodr.) Acev.-Rodr.       ;Lophostigma schunkei (Acev.-Rodr.) Acev.-Rodr.       
Paullinia;acutangula;(Ruiz & Pav.) Pers.     ;Paullinia acutangula (Ruiz & Pav.) Pers.     
Paullinia;alata;(Ruiz & Pav.) G.Don     ;Paullinia alata (Ruiz & Pav.) G.Don     
Paullinia;alsmithii;J.F.Macbr.        ;Paullinia alsmithii J.F.Macbr.        
Paullinia;anisoptera;Turcz.        ;Paullinia anisoptera Turcz.        
Paullinia;anodonta;Radlk.        ;Paullinia anodonta Radlk.        
Paullinia;anomophylla;Radlk.        ;Paullinia anomophylla Radlk.        
Paullinia;aspera;Radlk.        ;Paullinia aspera Radlk.        
Paullinia;austin-smithii;Standl.        ;Paullinia austin-smithii Standl.        
Paullinia;baileyi;Standl.        ;Paullinia baileyi Standl.        
Paullinia;barbadensis;Jacq.        ;Paullinia barbadensis Jacq.        
Paullinia;bernhardii;Uittien        ;Paullinia bernhardii Uittien        
Paullinia;bicorniculata;Somner        ;Paullinia bicorniculata Somner        
Paullinia;bidentata;Radlk.        ;Paullinia bidentata Radlk.        
Paullinia;bilobulata;Radlk.        ;Paullinia bilobulata Radlk.        
Paullinia;boliviana;Radlk. ex Rusby      ;Paullinia boliviana Radlk. ex Rusby      
Paullinia;bracteosa;Radlk.        ;Paullinia bracteosa Radlk.        
Paullinia;brenesii;Croat        ;Paullinia brenesii Croat        
Paullinia;bristanii;Croat        ;Paullinia bristanii Croat        
Paullinia;buricana;Croat        ;Paullinia buricana Croat        
Paullinia;caloptera;Radlk.        ;Paullinia caloptera Radlk.        
Paullinia;cambessedesii;Triana & Planch.      ;Paullinia cambessedesii Triana & Planch.      
Paullinia;capreolata;(Aubl.) Radlk.       ;Paullinia capreolata (Aubl.) Radlk.       
Paullinia;carrenoi;Steyerm.        ;Paullinia carrenoi Steyerm.        
Paullinia;cauliflora;Jacq.        ;Paullinia cauliflora Jacq.        
Paullinia;cearensis;Somner & Ferrucci      ;Paullinia cearensis Somner & Ferrucci      
Paullinia;chocoensis;Cuatrec.        ;Paullinia chocoensis Cuatrec.        
Paullinia;cirrhipes;Cuatrec.        ;Paullinia cirrhipes Cuatrec.        
Paullinia;clathrata;Radlk.        ;Paullinia clathrata Radlk.        
Paullinia;clavigera;Schltdl.        ;Paullinia clavigera Schltdl.        
Paullinia;clematidifolia;Killip & Cuatrec.      ;Paullinia clematidifolia Killip & Cuatrec.      
Paullinia;conduplicata;Radlk.        ;Paullinia conduplicata Radlk.        
Paullinia;connaracea;Triana & Planch.      ;Paullinia connaracea Triana & Planch.      
Paullinia;coriacea;Casar.        ;Paullinia coriacea Casar.        
Paullinia;correae;Croat        ;Paullinia correae Croat        
Paullinia;costaricensis;Radlk.        ;Paullinia costaricensis Radlk.        
Paullinia;costata;Cham. & Schltdl.      ;Paullinia costata Cham. & Schltdl.      
Paullinia;cristata;Radlk.        ;Paullinia cristata Radlk.        
Paullinia;cuneata;Radlk.        ;Paullinia cuneata Radlk.        
Paullinia;cupana;Kunth        ;Paullinia cupana Kunth        
Paullinia;cururu;L.        ;Paullinia cururu L.        
Paullinia;curvicuspis;Radlk.        ;Paullinia curvicuspis Radlk.        
Paullinia;dasygonia;Radlk.        ;Paullinia dasygonia Radlk.        
Paullinia;dasyphylla;Radlk.        ;Paullinia dasyphylla Radlk.        
Paullinia;dasystachya;Radlk.        ;Paullinia dasystachya Radlk.        
Paullinia;densiflora;Sm.        ;Paullinia densiflora Sm.        
Paullinia;dodgei;Standl.        ;Paullinia dodgei Standl.        
Paullinia;dukei;Croat        ;Paullinia dukei Croat        
Paullinia;echinata;Radlk.        ;Paullinia echinata Radlk.        
Paullinia;elegans;Cambess.        ;Paullinia elegans Cambess.        
Paullinia;eliasii;Croat        ;Paullinia eliasii Croat        
Paullinia;elliptica;Cuatrec.        ;Paullinia elliptica Cuatrec.        
Paullinia;faginea;(Triana & Planch.) Radlk.     ;Paullinia faginea (Triana & Planch.) Radlk.     
Paullinia;emetica;R.E.Schult.        ;Paullinia emetica R.E.Schult.        
Paullinia;enneaphylla;(Ruiz & Pav.) Don     ;Paullinia enneaphylla (Ruiz & Pav.) Don     
Paullinia;eriocarpa;Triana & Planch.      ;Paullinia eriocarpa Triana & Planch.      
Paullinia;exalata;Radlk.        ;Paullinia exalata Radlk.        
Paullinia;pterocarpa;Triana & Planch.      ;Paullinia pterocarpa Triana & Planch.      
Paullinia;ferruginea;Casar.        ;Paullinia ferruginea Casar.        
Paullinia;fibrigera;Radlk.        ;Paullinia fibrigera Radlk.        
Paullinia;stellata;Radlk.        ;Paullinia stellata Radlk.        
Paullinia;filicifolia;Cuatrec.        ;Paullinia filicifolia Cuatrec.        
Paullinia;fimbriata;Radlk.        ;Paullinia fimbriata Radlk.        
Paullinia;firma;Radlk.        ;Paullinia firma Radlk.        
Paullinia;fissistipula;J.F.Macbr.        ;Paullinia fissistipula J.F.Macbr.        
Paullinia;fistulosa;Radlk.        ;Paullinia fistulosa Radlk.        
Paullinia;fournieri;J.F.Morales        ;Paullinia fournieri J.F.Morales        
Paullinia;fraxinifolia;Triana & Planch.      ;Paullinia fraxinifolia Triana & Planch.      
Paullinia;funicularis;Radlk.        ;Paullinia funicularis Radlk.        
Paullinia;fuscescens;Kunth        ;Paullinia fuscescens Kunth        
Paullinia;fusiformis;Radlk.        ;Paullinia fusiformis Radlk.        
Paullinia;gigantea;Poepp. & Endl.      ;Paullinia gigantea Poepp. & Endl.      
Paullinia;globosa;Killip & Cuatrec.      ;Paullinia globosa Killip & Cuatrec.      
Paullinia;glomerulosa;Radlk.        ;Paullinia glomerulosa Radlk.        
Paullinia;granatensis;(Planch. & Linden ex Triana & Radlk.  ;Paullinia granatensis (Planch. & Linden ex Triana & Radlk.  
Paullinia;grandifolia;Benth. ex Radlk.      ;Paullinia grandifolia Benth. ex Radlk.      
Cupania;guatemalensis;(Turcz.) Radlk.       ;Cupania guatemalensis (Turcz.) Radlk.       
Paullinia;guaviarensis;Killip & Cuatrec.      ;Paullinia guaviarensis Killip & Cuatrec.      
Paullinia;hemiptera;D.R.Simpson        ;Paullinia hemiptera D.R.Simpson        
Paullinia;hispida;Jacq.        ;Paullinia hispida Jacq.        
Paullinia;hymenobracteata;Radlk. ex Donn.Sm.      ;Paullinia hymenobracteata Radlk. ex Donn.Sm.      
Paullinia;hystrix;Radlk.        ;Paullinia hystrix Radlk.        
Paullinia;imberbis;Radlk.        ;Paullinia imberbis Radlk.        
Paullinia;ingifolia;Rich.        ;Paullinia ingifolia Rich.        
Paullinia;integra;Cuatrec.        ;Paullinia integra Cuatrec.        
Paullinia;interrupta;Benth.        ;Paullinia interrupta Benth.        
Paullinia;isoptera;Radlk.        ;Paullinia isoptera Radlk.        
Paullinia;itayensis;J.F.Macbr.        ;Paullinia itayensis J.F.Macbr.        
Paullinia;pinnata;L.        ;Paullinia pinnata L.        
Paullinia;josecuatrii;J.F.Macbr.        ;Paullinia josecuatrii J.F.Macbr.        
Paullinia;killipii;J.F.Macbr.        ;Paullinia killipii J.F.Macbr.        
Paullinia;laeta;Radlk.        ;Paullinia laeta Radlk.        
Paullinia;largifolia;Radlk.        ;Paullinia largifolia Radlk.        
Paullinia;latifolia;Benth. ex Radlk.      ;Paullinia latifolia Benth. ex Radlk.      
Paullinia;leiocarpa;Griseb.        ;Paullinia leiocarpa Griseb.        
Paullinia;linearis;Radlk.        ;Paullinia linearis Radlk.        
Paullinia;lingulata;Acev.-Rodr.        ;Paullinia lingulata Acev.-Rodr.        
Matayba;livescens;(Radlk.) R.L.G.Coelho & al.     ;Matayba livescens (Radlk.) R.L.G.Coelho & al.     
Paullinia;macrocarpa;Radlk.        ;Paullinia macrocarpa Radlk.        
Paullinia;macrophylla;Kunth        ;Paullinia macrophylla Kunth        
Paullinia;mallophylla;Radlk.        ;Paullinia mallophylla Radlk.        
Paullinia;manarae;Steyerm.        ;Paullinia manarae Steyerm.        
Paullinia;marginata;Casar.        ;Paullinia marginata Casar.        
Paullinia;mariae;J.F.Macbr.        ;Paullinia mariae J.F.Macbr.        
Paullinia;martinensis;Cuatrec.        ;Paullinia martinensis Cuatrec.        
Paullinia;mazanensis;J.F.Macbr.        ;Paullinia mazanensis J.F.Macbr.        
Paullinia;medullosa;Radlk.        ;Paullinia medullosa Radlk.        
Paullinia;meliifolia;Juss.        ;Paullinia meliifolia Juss.        
Paullinia;micrantha;Cambess.        ;Paullinia micrantha Cambess.        
Paullinia;microneura;Cuatrec.        ;Paullinia microneura Cuatrec.        
Paullinia;mollicoma;Steyerm.        ;Paullinia mollicoma Steyerm.        
Paullinia;morii;Croat        ;Paullinia morii Croat        
Paullinia;navicularis;Radlk.        ;Paullinia navicularis Radlk.        
Paullinia;nitida;Kunth        ;Paullinia nitida Kunth        
Paullinia;nobilis;Radlk.        ;Paullinia nobilis Radlk.        
Paullinia;nuriensis;Steyerm.        ;Paullinia nuriensis Steyerm.        
Paullinia;obovata;(Ruiz & Pav.) Pers.     ;Paullinia obovata (Ruiz & Pav.) Pers.     
Paullinia;oldemanii;Acev.-Rodr.        ;Paullinia oldemanii Acev.-Rodr.        
Paullinia;olivacea;Radlk.        ;Paullinia olivacea Radlk.        
Paullinia;rugosa;Benth. ex Radlk.      ;Paullinia rugosa Benth. ex Radlk.      
Paullinia;pachycarpa;Benth.        ;Paullinia pachycarpa Benth.        
Paullinia;panamensis;Croat        ;Paullinia panamensis Croat        
Paullinia;parvibractea;Radlk.        ;Paullinia parvibractea Radlk.        
Paullinia;paullinioides;(Spruce ex Radlk.) Radlk.     ;Paullinia paullinioides (Spruce ex Radlk.) Radlk.     
Paullinia;perlata;Radlk.        ;Paullinia perlata Radlk.        
Paullinia;pilonensis;Croat        ;Paullinia pilonensis Croat        
Paullinia;plagioptera;Radlk.        ;Paullinia plagioptera Radlk.        
Paullinia;platymisca;Radlk.        ;Paullinia platymisca Radlk.        
Paullinia;plumieri;Triana & Planch.      ;Paullinia plumieri Triana & Planch.      
Paullinia;prevostiana;Acev.-Rodr.        ;Paullinia prevostiana Acev.-Rodr.        
Paullinia;pterophylla;Triana & Planch.      ;Paullinia pterophylla Triana & Planch.      
Paullinia;quitensis;Radlk.        ;Paullinia quitensis Radlk.        
Paullinia;reticulata;Radlk.        ;Paullinia reticulata Radlk.        
Paullinia;revoluta;Radlk.        ;Paullinia revoluta Radlk.        
Paullinia;rhomboidea;Radlk.        ;Paullinia rhomboidea Radlk.        
Paullinia;rubiginosa;Cambess.        ;Paullinia rubiginosa Cambess.        
Paullinia;rufescens;Rich. ex Juss.      ;Paullinia rufescens Rich. ex Juss.      
Paullinia;scaberula;R.E.Schult.        ;Paullinia scaberula R.E.Schult.        
Paullinia;scabra;Benth.        ;Paullinia scabra Benth.        
Paullinia;selenoptera;Radlk.        ;Paullinia selenoptera Radlk.        
Paullinia;seminuda;Radlk.        ;Paullinia seminuda Radlk.        
Paullinia;serjaniifolia;Triana & Planch.      ;Paullinia serjaniifolia Triana & Planch.      
Paullinia;sessiliflora;Radlk.        ;Paullinia sessiliflora Radlk.        
Paullinia;setosa;Radlk.        ;Paullinia setosa Radlk.        
Paullinia;simulans;J.F.Macbr.        ;Paullinia simulans J.F.Macbr.        
Paullinia;sphaerocarpa;Rich. ex Juss.      ;Paullinia sphaerocarpa Rich. ex Juss.      
Paullinia;spicata;Benth.        ;Paullinia spicata Benth.        
Paullinia;spicithyrsa;Cuatrec.        ;Paullinia spicithyrsa Cuatrec.        
Paullinia;splendida;R.E.Schult.        ;Paullinia splendida R.E.Schult.        
Paullinia;sprucei;J.F.Macbr.        ;Paullinia sprucei J.F.Macbr.        
Paullinia;stenopetala;Sagot        ;Paullinia stenopetala Sagot        
Paullinia;sternii;Croat        ;Paullinia sternii Croat        
Paullinia;stipitata;Cuatrec.        ;Paullinia stipitata Cuatrec.        
Paullinia;stipularis;Benth. ex Radlk.      ;Paullinia stipularis Benth. ex Radlk.      
Paullinia;subauriculata;Radlk.        ;Paullinia subauriculata Radlk.        
Paullinia;subnuda;Radlk.        ;Paullinia subnuda Radlk.        
Paullinia;talamancensis;J.F.Morales        ;Paullinia talamancensis J.F.Morales        
Paullinia;tarapotensis;Radlk.        ;Paullinia tarapotensis Radlk.        
Paullinia;tenera;Poepp. & Endl.      ;Paullinia tenera Poepp. & Endl.      
Paullinia;tenuifolia;Standl. ex J.F.Macbr.      ;Paullinia tenuifolia Standl. ex J.F.Macbr.      
Paullinia;ternata;Radlk.        ;Paullinia ternata Radlk.        
Paullinia;tetragona;Aubl.        ;Paullinia tetragona Aubl.        
Paullinia;thalictrifolia;Juss.        ;Paullinia thalictrifolia Juss.        
Paullinia;tomentosa;Jacq.        ;Paullinia tomentosa Jacq.        
Paullinia;triantennata;Silveira        ;Paullinia triantennata Silveira        
Paullinia;tricornis;Radlk.        ;Paullinia tricornis Radlk.        
Paullinia;trifoliolata;Obando & al.      ;Paullinia trifoliolata Obando & al.      
Paullinia;trigonia;Vell.        ;Paullinia trigonia Vell.        
Paullinia;trilatera;Radlk.        ;Paullinia trilatera Radlk.        
Paullinia;triptera;Triana & Planch.      ;Paullinia triptera Triana & Planch.      
Paullinia;trisulca;Radlk.        ;Paullinia trisulca Radlk.        
Paullinia;tumbesensis;D.R.Simpson        ;Paullinia tumbesensis D.R.Simpson        
Paullinia;turbacensis;Kunth        ;Paullinia turbacensis Kunth        
Paullinia;uchocacha;J.F.Macbr.        ;Paullinia uchocacha J.F.Macbr.        
Paullinia;uloptera;Radlk.        ;Paullinia uloptera Radlk.        
Paullinia;unifoliolata;Perdiz & Ferrucci      ;Paullinia unifoliolata Perdiz & Ferrucci      
Paullinia;venezuelana;Radlk.        ;Paullinia venezuelana Radlk.        
Paullinia;venosa;Radlk.        ;Paullinia venosa Radlk.        
Paullinia;venusta;Radlk.        ;Paullinia venusta Radlk.        
Paullinia;verrucosa;Radlk.        ;Paullinia verrucosa Radlk.        
Paullinia;vespertilio;Sw.        ;Paullinia vespertilio Sw.        
Paullinia;weinmanniifolia;Mart.        ;Paullinia weinmanniifolia Mart.        
Paullinia;xestophylla;Radlk.        ;Paullinia xestophylla Radlk.        
Paullinia;yoco;R.E.Schult. & Killip      ;Paullinia yoco R.E.Schult. & Killip      
Serjania;acoma;Radlk.        ;Serjania acoma Radlk.        
Serjania;aculeata;Radlk.        ;Serjania aculeata Radlk.        
Serjania;acuminata;Radlk.        ;Serjania acuminata Radlk.        
Serjania;acupunctata;Radlk.        ;Serjania acupunctata Radlk.        
Serjania;acuta;Triana & Planch.      ;Serjania acuta Triana & Planch.      
Serjania;acutidentata;Radlk.        ;Serjania acutidentata Radlk.        
Serjania;adenophylla;Ferrucci        ;Serjania adenophylla Ferrucci        
Serjania;adiantoides;Radlk. ex Millsp.      ;Serjania adiantoides Radlk. ex Millsp.      
Serjania;adusta;Radlk.        ;Serjania adusta Radlk.        
Serjania;albida;Radlk.        ;Serjania albida Radlk.        
Serjania;altissima;(Poepp. & Endl.) Radlk.     ;Serjania altissima (Poepp. & Endl.) Radlk.     
Serjania;aluligera;Radlk.        ;Serjania aluligera Radlk.        
Serjania;ampelopsis;Planch. & Linden ex Planch.    ;Serjania ampelopsis Planch. & Linden ex Planch.    
Serjania;amplifolia;Radlk.        ;Serjania amplifolia Radlk.        
Serjania;angustifolia;Willd.        ;Serjania angustifolia Willd.        
Serjania;atrolineata;C.Wright        ;Serjania atrolineata C.Wright        
Serjania;bahiana;Ferrucci        ;Serjania bahiana Ferrucci        
Serjania;brachycarpa;A.Gray ex Radlk.      ;Serjania brachycarpa A.Gray ex Radlk.      
Serjania;brachylopha;Radlk.        ;Serjania brachylopha Radlk.        
Serjania;brachyptera;Radlk.        ;Serjania brachyptera Radlk.        
Serjania;brachystachya;Radlk.        ;Serjania brachystachya Radlk.        
Serjania;bradeana;Somner        ;Serjania bradeana Somner        
Serjania;brevipes;Benth.        ;Serjania brevipes Benth.        
Serjania;brevipetiolata;Ferrucci & Somner      ;Serjania brevipetiolata Ferrucci & Somner      
