"","Family","Genus","Species","CM","taxized_names"
"256","Apocynaceae","Asketanthera","Asketanthera dolichopetala",1,"Asketanthera dolichopetala (Urb.) Woodson Woodson (Urb.)"
"257","Apocynaceae","Asketanthera","Asketanthera longiflora",1,"Asketanthera longiflora Woodson"
"258","Apocynaceae","Asketanthera","Asketanthera obtusifolia",1,"Asketanthera obtusifolia Alain"
"259","Apocynaceae","Asketanthera","Asketanthera picardae",1,"Asketanthera picardae (Urb.) Woodson Woodson (Urb.)"
"260","Apocynaceae","Asketanthera","Asketanthera steyermarkii",1,"Asketanthera steyermarkii Markgr."
"261","Apocynaceae","Astephanus","Astephanus peruvianus",1,"Astephanus peruvianus E.Fourn."
"262","Apocynaceae","Bahiella","Bahiella blanchetii",1,"Bahiella blanchetii (A.DC.) J.F.Morales J.F.Morales (A.DC.)"
"263","Apocynaceae","Bahiella","Bahiella infundibuliflora",1,"Bahiella infundibuliflora J.F.Morales"
"264","Apocynaceae","Beaumontia","Beaumontia grandiflora",1,"Beaumontia grandiflora Wall."
"265","Apocynaceae","Blepharodon","Blepharodon amazonicum",1,"Blepharodon amazonicum (Benth.) Fontella & Marquete Fontella & Marquete (Benth.)"
"266","Apocynaceae","Blepharodon","Blepharodon ampliflorum",1,"Blepharodon ampliflorum E.Fourn."
"267","Apocynaceae","Blepharodon","Blepharodon angustifolium",1,"Blepharodon angustifolium Malme"
"268","Apocynaceae","Blepharodon","Blepharodon bicolor",1,"Blepharodon bicolor Decne."
"269","Apocynaceae","Blepharodon","Blepharodon bicuspidatum",1,"Blepharodon bicuspidatum E.Fourn."
"270","Apocynaceae","Blepharodon","Blepharodon colombianum",1,"Blepharodon colombianum Morillo"
"271","Apocynaceae","Blepharodon","Blepharodon costae",1,"Blepharodon costae Fontella & Morillo"
"272","Apocynaceae","Blepharodon","Blepharodon cuatrecasasii",1,"Blepharodon cuatrecasasii Morillo"
"273","Apocynaceae","Blepharodon","Blepharodon glaucescens",1,"Blepharodon glaucescens (Decne.) Fontella Fontella (Decne.)"
"274","Apocynaceae","Blepharodon","Blepharodon gomphocarpoides",1,"Blepharodon gomphocarpoides (Benth. & Hook.) K.Schum. K.Schum. (Benth. & Hook.)"
"275","Apocynaceae","Blepharodon","Blepharodon grandiflorum",1,"Blepharodon grandiflorum Benth."
"276","Apocynaceae","Blepharodon","Blepharodon harlingii",1,"Blepharodon harlingii (Morillo) Liede & Meve Liede & Meve (Morillo)"
"277","Apocynaceae","Blepharodon","Blepharodon hatschbachii",1,"Blepharodon hatschbachii Fontella & Marquete"
"278","Apocynaceae","Blepharodon","Blepharodon julianii",1,"Blepharodon julianii Morillo"
"279","Apocynaceae","Blepharodon","Blepharodon maigualidae",1,"Blepharodon maigualidae Morillo"
"280","Apocynaceae","Blepharodon","Blepharodon manicatum",1,"Blepharodon manicatum (Decne.) Fontella Fontella (Decne.)"
"281","Apocynaceae","Blepharodon","Blepharodon mucronatum",1,"Blepharodon mucronatum (Schltdl.) Decne. Decne. (Schltdl.)"
"282","Apocynaceae","Blepharodon","Blepharodon nitidum",1,"Blepharodon nitidum (Vell.) J.F.Macbr. J.F.Macbr. (Vell.)"
"283","Apocynaceae","Blepharodon","Blepharodon perijaense",1,"Blepharodon perijaense Morillo"
"284","Apocynaceae","Blepharodon","Blepharodon philibertioides",1,"Blepharodon philibertioides Schltr."
"285","Apocynaceae","Blepharodon","Blepharodon pictum",1,"Blepharodon pictum (Vahl) W.D.Stevens W.D.Stevens (Vahl)"
"286","Apocynaceae","Blepharodon","Blepharodon polydori",1,"Blepharodon polydori Morillo"
"287","Apocynaceae","Blepharodon","Blepharodon reflexum",1,"Blepharodon reflexum Malme"
"288","Apocynaceae","Blepharodon","Blepharodon salicinum",1,"Blepharodon salicinus Decne."
"289","Apocynaceae","Blepharodon","Blepharodon tillettii",1,"Blepharodon tillettii Morillo"
"290","Apocynaceae","Blepharodon","Blepharodon ulei",1,"Blepharodon ulei Schltr."
"291","Apocynaceae","Calostigma","Calostigma peruvianum",1,"Calostigma peruvianum Markgr."
"292","Apocynaceae","Condylocarpon","Condylocarpon amazonicum",1,"Condylocarpon amazonicum (Markgr.) Ducke Ducke (Markgr.)"
"293","Apocynaceae","Condylocarpon","Condylocarpon glabrum",1,"Condylocarpon glabrum Müll.Arg."
"294","Apocynaceae","Condylocarpon","Condylocarpon guyanense",1,"Condylocarpon guyanense Desf."
"295","Apocynaceae","Condylocarpon","Condylocarpon intermedium",1,"Condylocarpon intermedium Müll.Arg."
"296","Apocynaceae","Condylocarpon","Condylocarpon isthmicum",1,"Condylocarpon isthmicum (Vell.) A.DC. A.DC. (Vell.)"
"297","Apocynaceae","Condylocarpon","Condylocarpon myrtifolium",1,"Condylocarpon myrtifolium (Miq.) Müll.Arg. Müll.Arg. (Miq.)"
"298","Apocynaceae","Condylocarpon","Condylocarpon pubiflorum",1,"Condylocarpon pubiflorum Müll.Arg."
"299","Apocynaceae","Cryptostegia","Cryptostegia grandiflora",1,"Cryptostegia grandiflora (Roxb.) R.Br. R.Br. (Roxb.)"
"300","Apocynaceae","Cryptostegia","Cryptostegia madagascariensis",1,"Cryptostegia madagascariensis Bojer ex Decne."
"301","Apocynaceae","Cynanchum","Cynanchum anderssonii",1,"Cynanchum anderssonii Morillo"
"302","Apocynaceae","Cynanchum","Cynanchum balslevii",1,"Cynanchum balslevii Morillo"
"303","Apocynaceae","Cynanchum","Cynanchum beatricis",1,"Cynanchum beatricis Morillo"
"304","Apocynaceae","Cynanchum","Cynanchum beckii",1,"Cynanchum beckii Morillo"
"305","Apocynaceae","Cynanchum","Cynanchum bernardii",1,"Cynanchum bernardii Morillo"
"306","Apocynaceae","Cynanchum","Cynanchum bifidum",1,"Cynanchum bifidum Liede & Meve"
"307","Apocynaceae","Cynanchum","Cynanchum blandum",1,"Cynanchum blandum (Decne.) Sundell Sundell (Decne.)"
"308","Apocynaceae","Cynanchum","Cynanchum bonariense",1,"Cynanchum bonariense (Decne.) T.Mey. T.Mey. (Decne.)"
"309","Apocynaceae","Cynanchum","Cynanchum brachyphyllum",1,"Cynanchum brachyphyllum K.Schum."
"310","Apocynaceae","Cynanchum","Cynanchum bricenoi",1,"Cynanchum bricenoi Morillo"
"311","Apocynaceae","Cynanchum","Cynanchum campii",1,"Cynanchum campii Morillo"
"312","Apocynaceae","Cynanchum","Cynanchum cardozoi",1,"Cynanchum cardozoi Morillo"
"313","Apocynaceae","Cynanchum","Cynanchum carmenaemiliae",1,"Cynanchum carmenaemiliae Morillo"
"314","Apocynaceae","Cynanchum","Cynanchum caudigerum",1,"Cynanchum caudigerum R.W.Holm"
"315","Apocynaceae","Cynanchum","Cynanchum chanchanense",1,"Cynanchum chanchanense Morillo"
"316","Apocynaceae","Cynanchum","Cynanchum chimboracense",1,"Cynanchum chimboracense Morillo"
"317","Apocynaceae","Cynanchum","Cynanchum confusum",1,"Cynanchum confusum R.W.Holm"
"318","Apocynaceae","Cynanchum","Cynanchum contrapetalum",1,"Cynanchum contrapetalum Sundell"
"319","Apocynaceae","Cynanchum","Cynanchum cristalinense",1,"Cynanchum cristalinense Morillo"
"320","Apocynaceae","Cynanchum","Cynanchum cuatrecasasii",1,"Cynanchum cuatrecasasii Morillo"
"321","Apocynaceae","Cynanchum","Cynanchum densiflorum",1,"Cynanchum densiflorum W.D.Stevens"
"322","Apocynaceae","Cynanchum","Cynanchum diazmirandae",1,"Cynanchum diazmirandae Morillo"
"323","Apocynaceae","Cynanchum","Cynanchum ellemannii",1,"Cynanchum ellemannii Morillo"
"324","Apocynaceae","Cynanchum","Cynanchum erikseniae",1,"Cynanchum erikseniae Morillo"
"325","Apocynaceae","Cynanchum","Cynanchum fasciculiflorum",1,"Cynanchum fasciculiflorum Morillo"
"326","Apocynaceae","Cynanchum","Cynanchum fernandezii",1,"Cynanchum fernandezii Morillo"
"327","Apocynaceae","Cynanchum","Cynanchum filisepalum",1,"Cynanchum filisepalum (Standl.) L.O.Williams L.O.Williams (Standl.)"
"328","Apocynaceae","Cynanchum","Cynanchum formosum",1,"Cynanchum formosum N.E.Br."
"329","Apocynaceae","Cynanchum","Cynanchum goertsianum",1,"Cynanchum goertsianum Morillo"
"330","Apocynaceae","Cynanchum","Cynanchum huberi",1,"Cynanchum huberi Morillo"
"331","Apocynaceae","Cynanchum","Cynanchum intricatum",1,"Cynanchum intricatum K.Schum."
"332","Apocynaceae","Cynanchum","Cynanchum isidrensis",1,"Cynanchum isidrensis Morillo"
"333","Apocynaceae","Cynanchum","Cynanchum jaramilloi",1,"Cynanchum jaramilloi Morillo"
"334","Apocynaceae","Cynanchum","Cynanchum leptostephanum",1,"Cynanchum leptostephanum Diels"
"335","Apocynaceae","Cynanchum","Cynanchum leucophellum",1,"Cynanchum leucophellum Diels"
"336","Apocynaceae","Cynanchum","Cynanchum ligulatum",1,"Cynanchum ligulatum (Benth.) Woodson Woodson (Benth.)"
"337","Apocynaceae","Cynanchum","Cynanchum longecalicinum",1,"Cynanchum longecalicinum Morillo"
"338","Apocynaceae","Cynanchum","Cynanchum longirostrum",1,"Cynanchum longirostrum (K.Schum.) W.D.Stevens W.D.Stevens (K.Schum.)"
"339","Apocynaceae","Cynanchum","Cynanchum lopezpalaciosii",1,"Cynanchum lopezpalaciosii Morillo"
"340","Apocynaceae","Cynanchum","Cynanchum magdalenicum",1,"Cynanchum magdalenicum Dugand"
"341","Apocynaceae","Cynanchum","Cynanchum microstemma",1,"Cynanchum microstemma (Turcz.) Morillo Morillo (Turcz.)"
"342","Apocynaceae","Cynanchum","Cynanchum montevidense",1,"Cynanchum montevidense Spreng."
"343","Apocynaceae","Cynanchum","Cynanchum nielsenii",1,"Cynanchum nielsenii Morillo"
"344","Apocynaceae","Cynanchum","Cynanchum nubicola",1,"Cynanchum nubicola Morillo"
"345","Apocynaceae","Cynanchum","Cynanchum paramorum",1,"Cynanchum paramorum Morillo"
"346","Apocynaceae","Cynanchum","Cynanchum paraquense",1,"Cynanchum paraquense Morillo"
"347","Apocynaceae","Cynanchum","Cynanchum pietrangelii",1,"Cynanchum pietrangelii Morillo"
"348","Apocynaceae","Cynanchum","Cynanchum prevostiae",1,"Cynanchum prevostiae Morillo, 1989"
"349","Apocynaceae","Cynanchum","Cynanchum purpureiflorum",1,"Cynanchum purpureiflorum Morillo"
"350","Apocynaceae","Cynanchum","Cynanchum quitense",1,"Cynanchum quitense K.Schum."
"351","Apocynaceae","Cynanchum","Cynanchum racemosum",1,"Cynanchum racemosum Brandegee"
"352","Apocynaceae","Cynanchum","Cynanchum riometense",1,"Cynanchum riometense Sundell"
"353","Apocynaceae","Cynanchum","Cynanchum rioparanense",1,"Cynanchum rioparanense Sundell"
"354","Apocynaceae","Cynanchum","Cynanchum ruizteranii",1,"Cynanchum ruizteranii Morillo"
"355","Apocynaceae","Cynanchum","Cynanchum rusbyi",1,"Cynanchum rusbyi Malme"
"356","Apocynaceae","Cynanchum","Cynanchum sepicola",1,"Cynanchum sepicola (Pittier) L.O.Williams L.O.Williams (Pittier)"
"357","Apocynaceae","Cynanchum","Cynanchum siderocalyx",1,"Cynanchum siderocalyx Morillo"
"358","Apocynaceae","Cynanchum","Cynanchum spruceanum",1,"Cynanchum spruceanum Morillo"
"359","Apocynaceae","Cynanchum","Cynanchum stannardii",1,"Cynanchum stannardii Morillo"
"360","Apocynaceae","Cynanchum","Cynanchum stenospira",1,"Cynanchum stenospira K.Schum."
"361","Apocynaceae","Cynanchum","Cynanchum tarmense",1,"Cynanchum tarmense Schltr."
"362","Apocynaceae","Cynanchum","Cynanchum tiaratum",1,"Cynanchum tiaratum Malme"
"363","Apocynaceae","Cynanchum","Cynanchum trollii",1,"Cynanchum trollii Liede & Meve"
"364","Apocynaceae","Cynanchum","Cynanchum unguiculatum",1,"Cynanchum unguiculatum Ruiz & Pav. ex Britton"
"365","Apocynaceae","Cynanchum","Cynanchum velutinum",1,"Cynanchum velutinum Morillo"
"366","Apocynaceae","Cynanchum","Cynanchum violator",1,"Cynanchum violator R.W.Holm"
"367","Apocynaceae","Cynanchum","Cynanchum wigginsii",1,"Cynanchum wigginsii Shinners"
"368","Apocynaceae","Cynanchum","Cynanchum woodsonianum",1,"Cynanchum woodsonianum L.O.Williams"
"369","Apocynaceae","Cynanchum","Cynanchum wurdackii",1,"Cynanchum wurdackii Morillo"
"370","Apocynaceae","Cynanchum","Cynanchum brasiliense",1,"Cynanchum brasiliense (Morillo) Liede Liede (Morillo)"
"371","Apocynaceae","Cynanchum","Cynanchum calycinum",1,"Cynanchum calycinum (Schltr.) Morillo Morillo (Schltr.)"
"372","Apocynaceae","Cynanchum","Cynanchum canoi",1,"Cynanchum canoi Morillo"
"373","Apocynaceae","Cynanchum","Cynanchum carautanum",1,"Cynanchum carautanum (Fontella & E.A.Schwarz) Morillo Morillo (Fontella & E.A.Schwarz)"
"374","Apocynaceae","Cynanchum","Cynanchum chimantense",1,"Cynanchum chimantense Morillo"
"375","Apocynaceae","Cynanchum","Cynanchum cyathiforme",1,"Cynanchum cyathiforme (Sundell) W.D.Stevens W.D.Stevens (Sundell)"
"376","Apocynaceae","Cynanchum","Cynanchum hickenii",1,"Cynanchum hickenii Malme"
"377","Apocynaceae","Cynanchum","Cynanchum jaliscanum",1,"Cynanchum jaliscanum (Vail) Woodson Woodson (Vail)"
"378","Apocynaceae","Cynanchum","Cynanchum luteynii",1,"Cynanchum luteynii Morillo"
"379","Apocynaceae","Cynanchum","Cynanchum neei",1,"Cynanchum neei Morillo"
"380","Apocynaceae","Cynanchum","Cynanchum peruvianum",1,"Cynanchum peruvianum (Schltr.) Morillo Morillo (Schltr.)"
"381","Apocynaceae","Cynanchum","Cynanchum roulinioides",1,"Cynanchum roulinioides (E.Fourn.) Rapini Rapini (E.Fourn.)"
"382","Apocynaceae","Cynanchum","Cynanchum schizocoronum",1,"Cynanchum schizocoronum Liede & Meve"
"383","Apocynaceae","Cynanchum","Cynanchum surrubriflorum",1,"Cynanchum surrubriflorum W.D.Stevens"
"384","Apocynaceae","Dictyanthus","Dictyanthus aeneus",1,"Dictyanthus aeneus Woodson"
"385","Apocynaceae","Dictyanthus","Dictyanthus altatensis",1,"Dictyanthus altatensis (Brandegee) W.D.Stevens W.D.Stevens (Brandegee)"
"386","Apocynaceae","Dictyanthus","Dictyanthus asper",1,"Dictyanthus asper (Mill.) W.D.Stevens W.D.Stevens (Mill.)"
"387","Apocynaceae","Dictyanthus","Dictyanthus ceratopetalus",1,"Dictyanthus ceratopetalus Donn.Sm."
"388","Apocynaceae","Dictyanthus","Dictyanthus eximius",1,"Dictyanthus eximius (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"389","Apocynaceae","Dictyanthus","Dictyanthus hamatus",1,"Dictyanthus hamatus (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"390","Apocynaceae","Dictyanthus","Dictyanthus lautus",1,"Dictyanthus lautus (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"391","Apocynaceae","Dictyanthus","Dictyanthus macvaughianus",1,"Dictyanthus macvaughianus (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"392","Apocynaceae","Dictyanthus","Dictyanthus parviflorus",1,"Dictyanthus parviflorus Hemsl."
"393","Apocynaceae","Dictyanthus","Dictyanthus pavonii",1,"Dictyanthus pavonii Decne."
"394","Apocynaceae","Dictyanthus","Dictyanthus prostratus",1,"Dictyanthus prostratus Brandegee"
"395","Apocynaceae","Dictyanthus","Dictyanthus sepicola",1,"Dictyanthus sepicola (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"396","Apocynaceae","Dictyanthus","Dictyanthus stapeliiflorus",1,"Dictyanthus stapeliiflorus Rchb."
"397","Apocynaceae","Dictyanthus","Dictyanthus suffruticosus",1,"Dictyanthus suffruticosus (W.D.Stevens) W.D.Stevens W.D.Stevens (W.D.Stevens)"
"398","Apocynaceae","Dictyanthus","Dictyanthus tigrinus",1,"Dictyanthus tigrinus Conzatti & Standl."
"399","Apocynaceae","Dictyanthus","Dictyanthus tuberosus",1,"Dictyanthus tuberosus Rob."
"400","Apocynaceae","Dictyanthus","Dictyanthus yucatanensis",1,"Dictyanthus yucatanensis Standl."
"401","Apocynaceae","Ditassa","Ditassa acerifolia",1,"Ditassa acerifolia Lasser & Maguire"
"402","Apocynaceae","Ditassa","Ditassa albiflora",1,"Ditassa albiflora Schltr."
"403","Apocynaceae","Ditassa","Ditassa albonerva",1,"Ditassa albonerva (R.W.Holm) Morillo Morillo (R.W.Holm)"
"404","Apocynaceae","Ditassa","Ditassa anderssonii",1,"Ditassa anderssonii Morillo"
"405","Apocynaceae","Ditassa","Ditassa angustifolia",1,"Ditassa angustifolia Decne."
"406","Apocynaceae","Ditassa","Ditassa anomala",1,"Ditassa anomala Mart."
"407","Apocynaceae","Ditassa","Ditassa auyantepuiensis",1,"Ditassa auyantepuiensis (Steyerm.) Morillo Morillo (Steyerm.)"
"408","Apocynaceae","Ditassa","Ditassa ayangannensis",1,"Ditassa ayangannensis Morillo"
"409","Apocynaceae","Ditassa","Ditassa bicolor",1,"Ditassa bicolor Decne."
"410","Apocynaceae","Ditassa","Ditassa bolivarensis",1,"Ditassa bolivarensis (R.W.Holm) Morillo Morillo (R.W.Holm)"
"411","Apocynaceae","Ditassa","Ditassa buntingii",1,"Ditassa buntingii (Morillo) Liede Liede (Morillo)"
"412","Apocynaceae","Ditassa","Ditassa carnevalii",1,"Ditassa carnevalii (Morillo) Morillo Morillo (Morillo)"
"413","Apocynaceae","Ditassa","Ditassa caucana",1,"Ditassa caucana Pittier"
"414","Apocynaceae","Ditassa","Ditassa ciliata",1,"Ditassa ciliata (Moldenke) Morillo Morillo (Moldenke)"
"415","Apocynaceae","Ditassa","Ditassa cocepsionis",1,"Ditassa conceptionis Fontella"
"416","Apocynaceae","Ditassa","Ditassa colellae",1,"Ditassa colellae (Morillo) Morillo Morillo (Morillo)"
"417","Apocynaceae","Ditassa","Ditassa conceptionis",1,"Ditassa conceptionis Fontella"
"418","Apocynaceae","Ditassa","Ditassa consanguinea",1,"Ditassa consanguinea Decne."
"419","Apocynaceae","Ditassa","Ditassa crassa",1,"Ditassa crassa Schltr."
"420","Apocynaceae","Ditassa","Ditassa dardanoi",1,"Ditassa dardanoi T.U.P.Konno & Wand."
"421","Apocynaceae","Ditassa","Ditassa dolichoglossa",1,"Ditassa dolichoglossa Schltr."
"422","Apocynaceae","Ditassa","Ditassa duartei",1,"Ditassa duartei Fontella & T.U.P.Konno"
"423","Apocynaceae","Ditassa","Ditassa duidae",1,"Ditassa duidae Gleason"
"424","Apocynaceae","Ditassa","Ditassa edmundoi",1,"Ditassa edmundoi Fontella & Valente"
"425","Apocynaceae","Ditassa","Ditassa emmerichii",1,"Ditassa emmerichii Fontella"
"426","Apocynaceae","Ditassa","Ditassa endoleuca",1,"Ditassa endoleuca Schltr."
"427","Apocynaceae","Ditassa","Ditassa eximia",1,"Ditassa eximia Decne."
"428","Apocynaceae","Ditassa","Ditassa fiebrigii",1,"Ditassa fiebrigii Malme"
"429","Apocynaceae","Ditassa","Ditassa foldatsii",1,"Ditassa foldatsii Morillo"
"430","Apocynaceae","Ditassa","Ditassa fontellae",1,"Ditassa fontellae Marquete & C.Valente"
"431","Apocynaceae","Ditassa","Ditassa franciscoi",1,"Ditassa franciscoi (Morillo) Liede Liede (Morillo)"
"432","Apocynaceae","Ditassa","Ditassa gillespieae",1,"Ditassa gillespieae Morillo"
"433","Apocynaceae","Ditassa","Ditassa glaziovii",1,"Ditassa glaziovii E.Fourn."
"434","Apocynaceae","Ditassa","Ditassa gracilipes",1,"Ditassa gracilipes Schltr."
"435","Apocynaceae","Ditassa","Ditassa gracilis",1,"Ditassa gracilis Hand.-Mazz."
"436","Apocynaceae","Ditassa","Ditassa grandiflora",1,"Ditassa grandiflora E.Fourn."
"437","Apocynaceae","Ditassa","Ditassa hastata",1,"Ditassa hastata Decne."
"438","Apocynaceae","Ditassa","Ditassa hispida",1,"Ditassa hispida (Vell.) Fontella Fontella (Vell.)"
"439","Apocynaceae","Ditassa","Ditassa insignis",1,"Ditassa insignis Farinaccio"
"440","Apocynaceae","Ditassa","Ditassa itambensis",1,"Ditassa itambensis Rapini"
"441","Apocynaceae","Ditassa","Ditassa jahnii",1,"Ditassa jahnii (Morillo) Liede Liede (Morillo)"
"442","Apocynaceae","Ditassa","Ditassa julianii",1,"Ditassa julianii (Morillo) Morillo Morillo (Morillo)"
"443","Apocynaceae","Ditassa","Ditassa laevis",1,"Ditassa laevis Mart."
"444","Apocynaceae","Ditassa","Ditassa lagoensis",1,"Ditassa lagoensis E.Fourn."
"445","Apocynaceae","Ditassa","Ditassa lanceolata",1,"Ditassa lanceolata Decne."
"446","Apocynaceae","Ditassa","Ditassa lenheirensis",1,"Ditassa lenheirensis Silveira"
"447","Apocynaceae","Ditassa","Ditassa leonii",1,"Ditassa leonii Fontella & T.U.P.Konno"
"448","Apocynaceae","Ditassa","Ditassa liesnerii",1,"Ditassa liesneri Morillo"
"449","Apocynaceae","Ditassa","Ditassa lindemanii",1,"Ditassa lindemanii Morillo"
"450","Apocynaceae","Ditassa","Ditassa linearis",1,"Ditassa linearis Mart."
"451","Apocynaceae","Ditassa","Ditassa lisae",1,"Ditassa lisae Morillo"
"452","Apocynaceae","Ditassa","Ditassa longicaulis",1,"Ditassa longicaulis (E.Fourn.) Rapini Rapini (E.Fourn.)"
"453","Apocynaceae","Ditassa","Ditassa longiloba",1,"Ditassa longiloba Benth."
"454","Apocynaceae","Ditassa","Ditassa longisepala",1,"Ditassa longisepala (Hua) Fontella & E.A.Schwarz Fontella & E.A.Schwarz (Hua)"
"455","Apocynaceae","Ditassa","Ditassa macarenae",1,"Ditassa macarenae Morillo"
"456","Apocynaceae","Ditassa","Ditassa mandonii",1,"Ditassa mandonii Rusby"
"457","Apocynaceae","Ditassa","Ditassa maricaensis",1,"Ditassa maricaensis Fontella & E.A.Schwarz"
"458","Apocynaceae","Ditassa","Ditassa melantha",1,"Ditassa melantha Silveira"
"459","Apocynaceae","Ditassa","Ditassa mexicana",1,"Ditassa mexicana Brandegee"
"460","Apocynaceae","Ditassa","Ditassa microneriifolia",1,"Ditassa microneriifolia Daniel"
"461","Apocynaceae","Ditassa","Ditassa mucronata",1,"Ditassa mucronata Mart."
"462","Apocynaceae","Ditassa","Ditassa multinervia",1,"Ditassa multinervia (Morillo) Morillo Morillo (Morillo)"
"463","Apocynaceae","Ditassa","Ditassa nitida",1,"Ditassa nitida E.Fourn."
"464","Apocynaceae","Ditassa","Ditassa obcordata",1,"Ditassa obcordata Mart."
"465","Apocynaceae","Ditassa","Ditassa oberdanii",1,"Ditassa oberdanii Fontella & M.C.Alvarez"
"466","Apocynaceae","Ditassa","Ditassa obovata",1,"Ditassa obovata (Holm) Morillo Morillo (Holm)"
"467","Apocynaceae","Ditassa","Ditassa obscura",1,"Ditassa obscura (E.Fourn.) Farinaccio & T.U.P.Konno Farinaccio & T.U.P.Konno (E.Fourn.)"
"468","Apocynaceae","Ditassa","Ditassa oliva-estevae",1,"Ditassa olivaestevae Morillo"
"469","Apocynaceae","Ditassa","Ditassa ottohuberi",1,"Ditassa ottohuberi Morillo"
"470","Apocynaceae","Ditassa","Ditassa oxyphylla",1,"Ditassa oxyphylla Turcz."
"471","Apocynaceae","Ditassa","Ditassa pauciflora",1,"Ditassa pauciflora Decne."
"472","Apocynaceae","Ditassa","Ditassa perijensis",1,"Ditassa perijensis Morillo"
