"Family","Genus","Species","CM","taxized_names"
"Apocynaceae","Blepharodon","Blepharodon philibertioides",1,"Blepharodon philibertioides Schltr."
"Apocynaceae","Blepharodon","Blepharodon pictum",1,"Blepharodon pictum (Vahl) W.D.Stevens"
"Apocynaceae","Blepharodon","Blepharodon polydori",1,"Blepharodon polydori Morillo"
"Apocynaceae","Blepharodon","Blepharodon reflexum",1,"Blepharodon reflexum Malme"
"Apocynaceae","Blepharodon","Blepharodon salicinum",1,"Blepharodon salicinus Decne."
"Apocynaceae","Blepharodon","Blepharodon tillettii",1,"Blepharodon tillettii Morillo"
"Apocynaceae","Blepharodon","Blepharodon ulei",1,"Blepharodon ulei Schltr."
"Apocynaceae","Calostigma","Calostigma peruvianum",1,"Calostigma peruvianum Markgr."
"Apocynaceae","Condylocarpon","Condylocarpon amazonicum",1,"Condylocarpon amazonicum (Markgr.) Ducke"
"Apocynaceae","Condylocarpon","Condylocarpon glabrum",1,"Condylocarpon glabrum Müll.Arg."
"Apocynaceae","Condylocarpon","Condylocarpon guyanense",1,"Condylocarpon guyanense Desf."
"Apocynaceae","Condylocarpon","Condylocarpon intermedium",1,"Condylocarpon intermedium Müll.Arg."
"Apocynaceae","Condylocarpon","Condylocarpon isthmicum",1,"Condylocarpon isthmicum (Vell.) A.DC."
"Apocynaceae","Condylocarpon","Condylocarpon myrtifolium",1,"Condylocarpon myrtifolium (Miq.) Müll.Arg."
"Apocynaceae","Condylocarpon","Condylocarpon pubiflorum",1,"Condylocarpon pubiflorum Müll.Arg."
"Apocynaceae","Cryptostegia","Cryptostegia grandiflora",1,"Cryptostegia grandiflora (Roxb.) R.Br."
"Apocynaceae","Cryptostegia","Cryptostegia madagascariensis",1,"Cryptostegia madagascariensis Bojer ex Decne."
"Apocynaceae","Cynanchum","Cynanchum anderssonii",1,"Cynanchum anderssonii Morillo"
"Apocynaceae","Cynanchum","Cynanchum balslevii",1,"Cynanchum balslevii Morillo"
"Apocynaceae","Cynanchum","Cynanchum beatricis",1,"Cynanchum beatricis Morillo"
"Apocynaceae","Cynanchum","Cynanchum beckii",1,"Cynanchum beckii Morillo"
"Apocynaceae","Cynanchum","Cynanchum bernardii",1,"Cynanchum bernardii Morillo"
"Apocynaceae","Cynanchum","Cynanchum bifidum",1,"Cynanchum bifidum Liede & Meve"
"Apocynaceae","Cynanchum","Cynanchum blandum",1,"Cynanchum blandum (Decne.) Sundell"
"Apocynaceae","Cynanchum","Cynanchum bonariense",1,"Cynanchum bonariense (Decne.) T.Mey."
"Apocynaceae","Cynanchum","Cynanchum brachyphyllum",1,"Cynanchum brachyphyllum K.Schum."
"Apocynaceae","Cynanchum","Cynanchum bricenoi",1,"Cynanchum bricenoi Morillo"
"Apocynaceae","Cynanchum","Cynanchum campii",1,"Cynanchum campii Morillo"
"Apocynaceae","Cynanchum","Cynanchum cardozoi",1,"Cynanchum cardozoi Morillo"
"Apocynaceae","Cynanchum","Cynanchum carmenaemiliae",1,"Cynanchum carmenaemiliae Morillo"
"Apocynaceae","Cynanchum","Cynanchum caudigerum",1,"Cynanchum caudigerum R.W.Holm"
"Apocynaceae","Cynanchum","Cynanchum chanchanense",1,"Cynanchum chanchanense Morillo"
"Apocynaceae","Cynanchum","Cynanchum chimboracense",1,"Cynanchum chimboracense Morillo"
"Apocynaceae","Cynanchum","Cynanchum confusum",1,"Cynanchum confusum R.W.Holm"
"Apocynaceae","Cynanchum","Cynanchum contrapetalum",1,"Cynanchum contrapetalum Sundell"
"Apocynaceae","Cynanchum","Cynanchum cristalinense",1,"Cynanchum cristalinense Morillo"
"Apocynaceae","Cynanchum","Cynanchum cuatrecasasii",1,"Cynanchum cuatrecasasii Morillo"
"Apocynaceae","Cynanchum","Cynanchum densiflorum",1,"Cynanchum densiflorum W.D.Stevens"
"Apocynaceae","Cynanchum","Cynanchum diazmirandae",1,"Cynanchum diazmirandae Morillo"
"Apocynaceae","Cynanchum","Cynanchum ellemannii",1,"Cynanchum ellemannii Morillo"
"Apocynaceae","Cynanchum","Cynanchum erikseniae",1,"Cynanchum erikseniae Morillo"
"Apocynaceae","Cynanchum","Cynanchum fasciculiflorum",1,"Cynanchum fasciculiflorum Morillo"
"Apocynaceae","Cynanchum","Cynanchum fernandezii",1,"Cynanchum fernandezii Morillo"
"Apocynaceae","Cynanchum","Cynanchum filisepalum",1,"Cynanchum filisepalum (Standl.) L.O.Williams"
"Apocynaceae","Cynanchum","Cynanchum formosum",1,"Cynanchum formosum N.E.Br."
"Apocynaceae","Cynanchum","Cynanchum goertsianum",1,"Cynanchum goertsianum Morillo"
"Apocynaceae","Cynanchum","Cynanchum huberi",1,"Cynanchum huberi Morillo"
"Apocynaceae","Cynanchum","Cynanchum intricatum",1,"Cynanchum intricatum K.Schum."
"Apocynaceae","Cynanchum","Cynanchum isidrensis",1,"Cynanchum isidrensis Morillo"
"Apocynaceae","Cynanchum","Cynanchum jaramilloi",1,"Cynanchum jaramilloi Morillo"
"Apocynaceae","Cynanchum","Cynanchum leptostephanum",1,"Cynanchum leptostephanum Diels"
"Apocynaceae","Cynanchum","Cynanchum leucophellum",1,"Cynanchum leucophellum Diels"
"Apocynaceae","Cynanchum","Cynanchum ligulatum",1,"Cynanchum ligulatum (Benth.) Woodson"
"Apocynaceae","Cynanchum","Cynanchum longecalicinum",1,"Cynanchum longecalicinum Morillo"
"Apocynaceae","Cynanchum","Cynanchum longirostrum",1,"Cynanchum longirostrum (K.Schum.) W.D.Stevens"
"Apocynaceae","Cynanchum","Cynanchum lopezpalaciosii",1,"Cynanchum lopezpalaciosii Morillo"
"Apocynaceae","Cynanchum","Cynanchum magdalenicum",1,"Cynanchum magdalenicum Dugand"
"Apocynaceae","Cynanchum","Cynanchum microstemma",1,"Cynanchum microstemma (Turcz.) Morillo"
"Apocynaceae","Cynanchum","Cynanchum montevidense",1,"Cynanchum montevidense Spreng."
"Apocynaceae","Cynanchum","Cynanchum nielsenii",1,"Cynanchum nielsenii Morillo"
"Apocynaceae","Cynanchum","Cynanchum nubicola",1,"Cynanchum nubicola Morillo"
"Apocynaceae","Cynanchum","Cynanchum paramorum",1,"Cynanchum paramorum Morillo"
"Apocynaceae","Cynanchum","Cynanchum paraquense",1,"Cynanchum paraquense Morillo"
"Apocynaceae","Cynanchum","Cynanchum pietrangelii",1,"Cynanchum pietrangelii Morillo"
"Apocynaceae","Cynanchum","Cynanchum prevostiae",1,"Cynanchum prevostiae Morillo, 1989"
"Apocynaceae","Cynanchum","Cynanchum purpureiflorum",1,"Cynanchum purpureiflorum Morillo"
"Apocynaceae","Cynanchum","Cynanchum quitense",1,"Cynanchum quitense K.Schum."
"Apocynaceae","Cynanchum","Cynanchum racemosum",1,"Cynanchum racemosum Brandegee"
"Apocynaceae","Cynanchum","Cynanchum riometense",1,"Cynanchum riometense Sundell"
"Apocynaceae","Cynanchum","Cynanchum rioparanense",1,"Cynanchum rioparanense Sundell"
"Apocynaceae","Cynanchum","Cynanchum ruizteranii",1,"Cynanchum ruizteranii Morillo"
"Apocynaceae","Cynanchum","Cynanchum rusbyi",1,"Cynanchum rusbyi Malme"
"Apocynaceae","Cynanchum","Cynanchum sepicola",1,"Cynanchum sepicola (Pittier) L.O.Williams"
"Apocynaceae","Cynanchum","Cynanchum siderocalyx",1,"Cynanchum siderocalyx Morillo"
"Apocynaceae","Cynanchum","Cynanchum spruceanum",1,"Cynanchum spruceanum Morillo"
"Apocynaceae","Cynanchum","Cynanchum stannardii",1,"Cynanchum stannardii Morillo"
"Apocynaceae","Cynanchum","Cynanchum stenospira",1,"Cynanchum stenospira K.Schum."
"Apocynaceae","Cynanchum","Cynanchum tarmense",1,"Cynanchum tarmense Schltr."
"Apocynaceae","Cynanchum","Cynanchum tiaratum",1,"Cynanchum tiaratum Malme"
"Apocynaceae","Cynanchum","Cynanchum trollii",1,"Cynanchum trollii Liede & Meve"
"Apocynaceae","Cynanchum","Cynanchum unguiculatum",1,"Cynanchum unguiculatum Ruiz & Pav. ex Britton"
"Apocynaceae","Cynanchum","Cynanchum velutinum",1,"Cynanchum velutinum Morillo"
"Apocynaceae","Cynanchum","Cynanchum violator",1,"Cynanchum violator R.W.Holm"
"Apocynaceae","Cynanchum","Cynanchum wigginsii",1,"Cynanchum wigginsii Shinners"
"Apocynaceae","Cynanchum","Cynanchum woodsonianum",1,"Cynanchum woodsonianum L.O.Williams"
"Apocynaceae","Cynanchum","Cynanchum wurdackii",1,"Cynanchum wurdackii Morillo"
"Apocynaceae","Cynanchum","Cynanchum brasiliense",1,"Cynanchum brasiliense (Morillo) Liede"
"Apocynaceae","Cynanchum","Cynanchum calycinum",1,"Cynanchum calycinum (Schltr.) Morillo"
"Apocynaceae","Cynanchum","Cynanchum canoi",1,"Cynanchum canoi Morillo"
"Apocynaceae","Cynanchum","Cynanchum carautanum",1,"Cynanchum carautanum (Fontella & E.A.Schwarz) Morillo"
"Apocynaceae","Cynanchum","Cynanchum chimantense",1,"Cynanchum chimantense Morillo"
"Apocynaceae","Cynanchum","Cynanchum cyathiforme",1,"Cynanchum cyathiforme (Sundell) W.D.Stevens"
"Apocynaceae","Cynanchum","Cynanchum hickenii",1,"Cynanchum hickenii Malme"
"Apocynaceae","Cynanchum","Cynanchum jaliscanum",1,"Cynanchum jaliscanum (Vail) Woodson"
"Apocynaceae","Cynanchum","Cynanchum luteynii",1,"Cynanchum luteynii Morillo"
"Apocynaceae","Cynanchum","Cynanchum neei",1,"Cynanchum neei Morillo"
"Apocynaceae","Cynanchum","Cynanchum peruvianum",1,"Cynanchum peruvianum (Schltr.) Morillo"
"Apocynaceae","Cynanchum","Cynanchum roulinioides",1,"Cynanchum roulinioides (E.Fourn.) Rapini"
"Apocynaceae","Cynanchum","Cynanchum schizocoronum",1,"Cynanchum schizocoronum Liede & Meve"
"Apocynaceae","Cynanchum","Cynanchum surrubriflorum",1,"Cynanchum surrubriflorum W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus aeneus",1,"Dictyanthus aeneus Woodson"
"Apocynaceae","Dictyanthus","Dictyanthus altatensis",1,"Dictyanthus altatensis (Brandegee) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus asper",1,"Dictyanthus asper (Mill.) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus ceratopetalus",1,"Dictyanthus ceratopetalus Donn.Sm."
"Apocynaceae","Dictyanthus","Dictyanthus eximius",1,"Dictyanthus eximius (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus hamatus",1,"Dictyanthus hamatus (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus lautus",1,"Dictyanthus lautus (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus macvaughianus",1,"Dictyanthus macvaughianus (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus parviflorus",1,"Dictyanthus parviflorus Hemsl."
"Apocynaceae","Dictyanthus","Dictyanthus pavonii",1,"Dictyanthus pavonii Decne."
"Apocynaceae","Dictyanthus","Dictyanthus prostratus",1,"Dictyanthus prostratus Brandegee"
"Apocynaceae","Dictyanthus","Dictyanthus sepicola",1,"Dictyanthus sepicola (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus stapeliiflorus",1,"Dictyanthus stapeliiflorus Rchb."
"Apocynaceae","Dictyanthus","Dictyanthus suffruticosus",1,"Dictyanthus suffruticosus (W.D.Stevens) W.D.Stevens"
"Apocynaceae","Dictyanthus","Dictyanthus tigrinus",1,"Dictyanthus tigrinus Conzatti & Standl."
"Apocynaceae","Dictyanthus","Dictyanthus tuberosus",1,"Dictyanthus tuberosus Rob."
"Apocynaceae","Dictyanthus","Dictyanthus yucatanensis",1,"Dictyanthus yucatanensis Standl."
"Apocynaceae","Ditassa","Ditassa acerifolia",1,"Ditassa acerifolia Lasser & Maguire"
"Apocynaceae","Ditassa","Ditassa albiflora",1,"Ditassa albiflora Schltr."
"Apocynaceae","Ditassa","Ditassa albonerva",1,"Ditassa albonerva (R.W.Holm) Morillo"
"Apocynaceae","Ditassa","Ditassa anderssonii",1,"Ditassa anderssonii Morillo"
"Apocynaceae","Ditassa","Ditassa angustifolia",1,"Ditassa angustifolia Decne."
"Apocynaceae","Ditassa","Ditassa anomala",1,"Ditassa anomala Mart."
"Apocynaceae","Ditassa","Ditassa auyantepuiensis",1,"Ditassa auyantepuiensis (Steyerm.) Morillo"
"Apocynaceae","Ditassa","Ditassa ayangannensis",1,"Ditassa ayangannensis Morillo"
"Apocynaceae","Ditassa","Ditassa bicolor",1,"Ditassa bicolor Decne."
"Apocynaceae","Ditassa","Ditassa bolivarensis",1,"Ditassa bolivarensis (R.W.Holm) Morillo"
"Apocynaceae","Ditassa","Ditassa buntingii",1,"Ditassa buntingii (Morillo) Liede"
"Apocynaceae","Ditassa","Ditassa carnevalii",1,"Ditassa carnevalii (Morillo) Morillo"
"Apocynaceae","Ditassa","Ditassa caucana",1,"Ditassa caucana Pittier"
"Apocynaceae","Ditassa","Ditassa ciliata",1,"Ditassa ciliata (Moldenke) Morillo"
"Apocynaceae","Ditassa","Ditassa cocepsionis",1,"Ditassa conceptionis Fontella"
"Apocynaceae","Ditassa","Ditassa colellae",1,"Ditassa colellae (Morillo) Morillo"
"Apocynaceae","Ditassa","Ditassa conceptionis",1,"Ditassa conceptionis Fontella"
"Apocynaceae","Ditassa","Ditassa consanguinea",1,"Ditassa consanguinea Decne."
"Apocynaceae","Ditassa","Ditassa crassa",1,"Ditassa crassa Schltr."
"Apocynaceae","Ditassa","Ditassa dardanoi",1,"Ditassa dardanoi T.U.P.Konno & Wand."
"Apocynaceae","Ditassa","Ditassa dolichoglossa",1,"Ditassa dolichoglossa Schltr."
"Apocynaceae","Ditassa","Ditassa duartei",1,"Ditassa duartei Fontella & T.U.P.Konno"
"Apocynaceae","Ditassa","Ditassa duidae",1,"Ditassa duidae Gleason"
"Apocynaceae","Ditassa","Ditassa edmundoi",1,"Ditassa edmundoi Fontella & Valente"
"Apocynaceae","Ditassa","Ditassa emmerichii",1,"Ditassa emmerichii Fontella"
"Apocynaceae","Ditassa","Ditassa endoleuca",1,"Ditassa endoleuca Schltr."
"Apocynaceae","Ditassa","Ditassa eximia",1,"Ditassa eximia Decne."
"Apocynaceae","Ditassa","Ditassa fiebrigii",1,"Ditassa fiebrigii Malme"
"Apocynaceae","Ditassa","Ditassa foldatsii",1,"Ditassa foldatsii Morillo"
"Apocynaceae","Ditassa","Ditassa fontellae",1,"Ditassa fontellae Marquete & C.Valente"
"Apocynaceae","Ditassa","Ditassa franciscoi",1,"Ditassa franciscoi (Morillo) Liede"
"Apocynaceae","Ditassa","Ditassa gillespieae",1,"Ditassa gillespieae Morillo"
"Apocynaceae","Ditassa","Ditassa glaziovii",1,"Ditassa glaziovii E.Fourn."
"Apocynaceae","Ditassa","Ditassa gracilipes",1,"Ditassa gracilipes Schltr."
"Apocynaceae","Ditassa","Ditassa gracilis",1,"Ditassa gracilis Hand.-Mazz."
"Apocynaceae","Ditassa","Ditassa grandiflora",1,"Ditassa grandiflora E.Fourn."
"Apocynaceae","Ditassa","Ditassa hastata",1,"Ditassa hastata Decne."
"Apocynaceae","Ditassa","Ditassa hispida",1,"Ditassa hispida (Vell.) Fontella"
"Apocynaceae","Ditassa","Ditassa insignis",1,"Ditassa insignis Farinaccio"
"Apocynaceae","Ditassa","Ditassa itambensis",1,"Ditassa itambensis Rapini"
"Apocynaceae","Ditassa","Ditassa jahnii",1,"Ditassa jahnii (Morillo) Liede"
"Apocynaceae","Ditassa","Ditassa julianii",1,"Ditassa julianii (Morillo) Morillo"
"Apocynaceae","Ditassa","Ditassa laevis",1,"Ditassa laevis Mart."
"Apocynaceae","Ditassa","Ditassa lagoensis",1,"Ditassa lagoensis E.Fourn."
"Apocynaceae","Ditassa","Ditassa lanceolata",1,"Ditassa lanceolata Decne."
"Apocynaceae","Ditassa","Ditassa lenheirensis",1,"Ditassa lenheirensis Silveira"
"Apocynaceae","Ditassa","Ditassa leonii",1,"Ditassa leonii Fontella & T.U.P.Konno"
"Apocynaceae","Ditassa","Ditassa liesnerii",1,"Ditassa liesneri Morillo"
"Apocynaceae","Ditassa","Ditassa lindemanii",1,"Ditassa lindemanii Morillo"
"Apocynaceae","Ditassa","Ditassa linearis",1,"Ditassa linearis Mart."
"Apocynaceae","Ditassa","Ditassa lisae",1,"Ditassa lisae Morillo"
"Apocynaceae","Ditassa","Ditassa longicaulis",1,"Ditassa longicaulis (E.Fourn.) Rapini"
"Apocynaceae","Ditassa","Ditassa longiloba",1,"Ditassa longiloba Benth."
"Apocynaceae","Ditassa","Ditassa longisepala",1,"Ditassa longisepala (Hua) Fontella & E.A.Schwarz"
"Apocynaceae","Ditassa","Ditassa macarenae",1,"Ditassa macarenae Morillo"
"Apocynaceae","Ditassa","Ditassa mandonii",1,"Ditassa mandonii Rusby"
"Apocynaceae","Ditassa","Ditassa maricaensis",1,"Ditassa maricaensis Fontella & E.A.Schwarz"
"Apocynaceae","Ditassa","Ditassa melantha",1,"Ditassa melantha Silveira"
"Apocynaceae","Ditassa","Ditassa mexicana",1,"Ditassa mexicana Brandegee"
"Apocynaceae","Ditassa","Ditassa microneriifolia",1,"Ditassa microneriifolia Daniel"
"Apocynaceae","Ditassa","Ditassa mucronata",1,"Ditassa mucronata Mart."
"Apocynaceae","Ditassa","Ditassa multinervia",1,"Ditassa multinervia (Morillo) Morillo"
"Apocynaceae","Ditassa","Ditassa nitida",1,"Ditassa nitida E.Fourn."
"Apocynaceae","Ditassa","Ditassa obcordata",1,"Ditassa obcordata Mart."
"Apocynaceae","Ditassa","Ditassa oberdanii",1,"Ditassa oberdanii Fontella & M.C.Alvarez"
"Apocynaceae","Ditassa","Ditassa obovata",1,"Ditassa obovata (Holm) Morillo"
"Apocynaceae","Ditassa","Ditassa obscura",1,"Ditassa obscura (E.Fourn.) Farinaccio & T.U.P.Konno"
"Apocynaceae","Ditassa","Ditassa oliva-estevae",1,"Ditassa olivaestevae Morillo"
"Apocynaceae","Ditassa","Ditassa ottohuberi",1,"Ditassa ottohuberi Morillo"
"Apocynaceae","Ditassa","Ditassa oxyphylla",1,"Ditassa oxyphylla Turcz."
"Apocynaceae","Ditassa","Ditassa pauciflora",1,"Ditassa pauciflora Decne."
"Apocynaceae","Ditassa","Ditassa perijensis",1,"Ditassa perijensis Morillo"
"Apocynaceae","Ditassa","Ditassa poeppigii",1,"Ditassa poeppigii E.Fourn."
"Apocynaceae","Ditassa","Ditassa pohliana",1,"Ditassa pohliana E.Fourn."
"Apocynaceae","Ditassa","Ditassa racemosa",1,"Ditassa racemosa Britton"
"Apocynaceae","Ditassa","Ditassa retusa",1,"Ditassa retusa Mart."
"Apocynaceae","Ditassa","Ditassa roraimensis",1,"Ditassa roraimensis Schltr."
"Apocynaceae","Ditassa","Ditassa rotundifolia",1,"Ditassa rotundifolia (Decne.) Baill."
"Apocynaceae","Ditassa","Ditassa sillensis",1,"Ditassa sillensis Morillo"
"Apocynaceae","Ditassa","Ditassa sipapoana",1,"Ditassa sipapoana Morillo"
"Apocynaceae","Ditassa","Ditassa sobradoi",1,"Ditassa sobradoi (Morillo) Liede"
"Apocynaceae","Ditassa","Ditassa subalpina",1,"Ditassa subalpina Schltr."
"Apocynaceae","Ditassa","Ditassa succedanea",1,"Ditassa succedanea Rapini"
"Apocynaceae","Ditassa","Ditassa sucrensis",1,"Ditassa sucrensis (R.W.Holm) Morillo"
"Apocynaceae","Ditassa","Ditassa surinamensis",1,"Ditassa surinamensis Morillo"
"Apocynaceae","Ditassa","Ditassa tamayoi",1,"Ditassa tamayoi Morillo"
"Apocynaceae","Ditassa","Ditassa tatei",1,"Ditassa tatei Gleason & Moldenke"
"Apocynaceae","Ditassa","Ditassa taxifolia",1,"Ditassa taxifolia Decne."
"Apocynaceae","Ditassa","Ditassa tomentosa",1,"Ditassa tomentosa (Decne.) Fontella"
"Apocynaceae","Ditassa","Ditassa venamensis",1,"Ditassa venamensis Morillo"
"Apocynaceae","Ditassa","Ditassa verticillata",1,"Ditassa verticillata Morillo"
"Apocynaceae","Ditassa","Ditassa violascens",1,"Ditassa violascens Schltr."
"Apocynaceae","Ditassa","Ditassa weberbaueri",1,"Ditassa weberbaueri Schltr."
"Apocynaceae","Ditassa","Ditassa xeroneura",1,"Ditassa xeroneura Schltr."
"Apocynaceae","Echites","Echites agglutinata",1,"Echites agglutinatus Jacq."
"Apocynaceae","Echites","Echites brevipedunculatus",1,"Echites brevipedunculata Lippold"
"Apocynaceae","Echites","Echites cajalbanicus",1,"Echites cajalbanica Lippold"
"Apocynaceae","Echites","Echites darienensis",1,"Echites darienensis J.F.Morales"
"Apocynaceae","Echites","Echites puntarenensis",1,"Echites puntarenensis J.F.Morales"
"Apocynaceae","Echites","Echites turbinatus",1,"Echites turbinata Woodson"
"Apocynaceae","Echites","Echites turriger",1,"Echites turriger Woodson"
"Apocynaceae","Echites","Echites tuxtlensis",1,"Echites tuxtlensis Standl."
"Apocynaceae","Echites","Echites umbellatus",1,"Echites umbellatus Billb. ex Beurl."
"Apocynaceae","Echites","Echites woodsoniana",1,"Echites woodsoniana Monach."
"Apocynaceae","Echites","Echites yucatanensis",1,"Echites yucatanensis Millsp."
"Apocynaceae","Fernaldia","Fernaldia asperoglottis",1,"Fernaldia asperoglottis Woodson"
"Apocynaceae","Fernaldia","Fernaldia pandurata",1,"Fernaldia pandurata (A.DC.) Woodson"
"Apocynaceae","Fernaldia","Fernaldia speciosissima",1,"Fernaldia speciosissima Woodson"
"Apocynaceae","Fischeria","Fischeria billbergiana",1,"Fischeria billbergiana (Beurl.) Morillo"
"Apocynaceae","Fischeria","Fischeria blepharopetala",1,"Fischeria blepharopetala Blake"
"Apocynaceae","Fischeria","Fischeria brachycalyx",1,"Fischeria brachycalyx L.O.Williams"
"Apocynaceae","Fischeria","Fischeria crispiflora",1,"Fischeria crispiflora (Sw.) K.Schum."
"Apocynaceae","Fischeria","Fischeria panamensis",1,"Fischeria panamensis Spellman"
"Apocynaceae","Fischeria","Fischeria polytricha",1,"Fischeria polytricha Decne."
"Apocynaceae","Fischeria","Fischeria scandens",1,"Fischeria scandens DC."
"Apocynaceae","Fischeria","Fischeria stellata",1,"Fischeria stellata (Vell.) E.Fourn."
"Apocynaceae","Forsteronia","Forsteronia acouci",1,"Forsteronia acouci (Aubl.) A.DC."
"Apocynaceae","Forsteronia","Forsteronia adenobasis",1,"Forsteronia adenobasis Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia affinis",1,"Forsteronia affinis Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia amazonica",1,"Forsteronia amazonica Monach."
"Apocynaceae","Forsteronia","Forsteronia amblybasis",1,"Forsteronia amblybasis S.F.Blake"
"Apocynaceae","Forsteronia","Forsteronia australis",1,"Forsteronia australis Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia brevifolia",1,"Forsteronia brevifolia Markgr."
"Apocynaceae","Forsteronia","Forsteronia chiriquensis",1,"Forsteronia chiriquensis Woodson"
"Apocynaceae","Forsteronia","Forsteronia cordata",1,"Forsteronia cordata (Müll.Arg.) Woodson"
"Apocynaceae","Forsteronia","Forsteronia diospyrifolia",1,"Forsteronia diospyrifolia Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia domatiella",1,"Forsteronia domatiella Proctor"
"Apocynaceae","Forsteronia","Forsteronia duckei",1,"Forsteronia duckei Markgr."
"Apocynaceae","Forsteronia","Forsteronia elachista",1,"Forsteronia elachista S.F.Blake"
"Apocynaceae","Forsteronia","Forsteronia glabrescens",1,"Forsteronia glabrescens Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia gracilis",1,"Forsteronia gracilis (Benth.) Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia graciloides",1,"Forsteronia graciloides Woodson"
"Apocynaceae","Forsteronia","Forsteronia guyanensis",1,"Forsteronia guyanensis Müll.Arg."
"Apocynaceae","Forsteronia","Forsteronia laurifolia",1,"Forsteronia laurifolia (Benth.) A.DC."
