Family,Genus,Species,CM
Asteraceae,Baccharis,Baccharis nitida,3
Asteraceae,Baccharis,Baccharis oxyodonta,3
Asteraceae,Baccharis,Baccharis quitensis,3
Asteraceae,Baccharis,Baccharis rufidula,3
Asteraceae,Baccharis,Baccharis saliens,3
Asteraceae,Baccharis,Baccharis serranoi,3
Asteraceae,Baccharis,Baccharis solomonii,3
Asteraceae,Baccharis,Baccharis trinervis,3
Asteraceae,Barnadesia,Barnadesia polyacantha,3
Asteraceae,Bartlettina,Bartlettina campii,3
Asteraceae,Bartlettina,Bartlettina tuerckheimii,3
Asteraceae,Berylsimpsonia,Berylsimpsonia vanillosma,3
Asteraceae,Bidens,Bidens holwayi,3
Asteraceae,Bidens,Bidens reptans,3
Asteraceae,Bidens,Bidens rubifolia,3
Asteraceae,Bidens,Bidens segetum,3
Asteraceae,Bidens,Bidens squarrosa,3
Asteraceae,Bidens,Bidens trelawniensis,3
Asteraceae,Bidens,Bidens urbanii,3
Asteraceae,Calea,Calea jamaicensis,3
Asteraceae,Calea,Calea peckii,3
Asteraceae,Calea,Calea perimbricata,3
Asteraceae,Calea,Calea pinnatifida,3
Asteraceae,Calea,Calea saxatilis,3
Asteraceae,Calea,Calea solidaginea,3
Asteraceae,Calea,Calea trichotoma,3
Asteraceae,Chromolaena,Chromolaena borinquensis,3
Asteraceae,Chromolaena,Chromolaena extensa,3
Asteraceae,Chromolaena,Chromolaena macrodon,3
Asteraceae,Chromolaena,Chromolaena odorata,3
Asteraceae,Chromolaena,Chromolaena subscandens,3
Asteraceae,Clibadium,Clibadium pentaneuron,3
Asteraceae,Clibadium,Clibadium zakii,3
Asteraceae,Condylidium,Condylidium iresinoides,3
Asteraceae,Condylopodium,Condylopodium gachalanum,3
Asteraceae,Condylopodium,Condylopodium hyalinifolium,3
Asteraceae,Condylopodium,Condylopodium killipii,3
Asteraceae,Condylopodium,Condylopodium pennellii,3
Asteraceae,Critonia,Critonia bartlettii,3
Asteraceae,Critonia,Critonia billbergiana,3
Asteraceae,Critonia,Critonia eggersii,3
Asteraceae,Critonia,Critonia morifolia,3
Asteraceae,Critonia,Critonia nicaraguensis,3
Asteraceae,Critonia,Critonia wilburii,3
Asteraceae,Critoniopsis,Critoniopsis boliviana,3
Asteraceae,Cuatrecasanthus,Cuatrecasanthus giannasii,3
Asteraceae,Cyathomone,Cyathomone sodiroi,6
Asteraceae,Cyrtocymura,Cyrtocymura scorpioides,3
Asteraceae,Dasyphyllum,Dasyphyllum brasiliense,3
Asteraceae,Dasyphyllum,Dasyphyllum floribundum,3
Asteraceae,Dasyphyllum,Dasyphyllum inerme,3
Asteraceae,Dasyphyllum,Dasyphyllum orthacanthum,3
Asteraceae,Dasyphyllum,Dasyphyllum varians,3
Asteraceae,Dasyphyllum,Dasyphyllum vepreculatum,3
Asteraceae,Dendrophorbium,Dendrophorbium chulumanicum,3
Asteraceae,Dendrophorbium,Dendrophorbium vallecaucanum,3
Asteraceae,Desmanthodium,Desmanthodium guatemalense,3
Asteraceae,Dresslerothamnus,Dresslerothamnus angustiradiatus,4
Asteraceae,Dresslerothamnus,Dresslerothamnus peperomioides,4
Asteraceae,Eirmocephala,Eirmocephala megaphylla,3
Asteraceae,Ekmaniopappus,Ekmaniopappus mikanioides,3
Asteraceae,Elaphandra,Elaphandra paucipunctata,3
Asteraceae,Elaphandra,Elaphandra quinquenervis,3
Asteraceae,Electranthera,Electranthera mutica,3
Asteraceae,Ericentrodea,Ericentrodea corazonensis,6
Asteraceae,Ericentrodea,Ericentrodea davidsmithii,3
Asteraceae,Ericentrodea,Ericentrodea homogama,6
Asteraceae,Fleischmannia,Fleischmannia chiriquensis,3
Asteraceae,Gongrostylus,Gongrostylus costaricensis,3
Asteraceae,Harnackia,Harnackia bisecta,3
Asteraceae,Hebeclinium,Hebeclinium beneolens,3
Asteraceae,Hebeclinium,Hebeclinium bullatissimum,3
Asteraceae,Herodotia,Herodotia haitiensis,3
Asteraceae,Heterocondylus,Heterocondylus vitalbae,3
Asteraceae,Hidalgoa,Hidalgoa wercklei,6
Asteraceae,Hidalgoa,Hidalgoa uspanapa,6
Asteraceae,Hidalgoa,Hidalgoa ternata,6
Asteraceae,Hymenostephium,Hymenostephium cordatum,3
Asteraceae,Hymenostephium,Hymenostephium guatemalense,3
Asteraceae,Ichthyothere,Ichthyothere scandens,3
Asteraceae,Jungia,Jungia beckii,3
Asteraceae,Jungia,Jungia coarctata,3
Asteraceae,Jungia,Jungia ferruginea,3
Asteraceae,Jungia,Jungia fistulosa,3
Asteraceae,Jungia,Jungia guatemalensis,3
Asteraceae,Jungia,Jungia mitis,3
Asteraceae,Jungia,Jungia paniculata,3
Asteraceae,Jungia,Jungia rugosa,3
Asteraceae,Jungia,Jungia weberbaueri,3
Asteraceae,Jungia,Jungia woodii,3
Asteraceae,Koanophyllon,Koanophyllon breviflorum,3
Asteraceae,Koanophyllon,Koanophyllon clementis,3
Asteraceae,Koanophyllon,Koanophyllon hardwarense,3
Asteraceae,Koanophyllon,Koanophyllon isillumense,3
Asteraceae,Koanophyllon,Koanophyllon juninense,3
Asteraceae,Koanophyllon,Koanophyllon microchaeteum,3
Asteraceae,Koanophyllon,Koanophyllon montanum,3
Asteraceae,Koanophyllon,Koanophyllon phanioides,3
Asteraceae,Koanophyllon,Koanophyllon pitonianum,3
Asteraceae,Koanophyllon,Koanophyllon polyodon,3
Asteraceae,Koanophyllon,Koanophyllon porphyrocladum,3
Asteraceae,Koanophyllon,Koanophyllon prinodes,3
Asteraceae,Koanophyllon,Koanophyllon quisqueyanum,3
Asteraceae,Koanophyllon,Koanophyllon rhexioides,3
Asteraceae,Koanophyllon,Koanophyllon rubroviolaceum,3
Asteraceae,Koanophyllon,Koanophyllon selleanum,3
Asteraceae,Koanophyllon,Koanophyllon simile,3
Asteraceae,Koanophyllon,Koanophyllon solidaginoides,3
Asteraceae,Koanophyllon,Koanophyllon subpurpureum,3
Asteraceae,Koanophyllon,Koanophyllon tetranthum,3
Asteraceae,Koanophyllon,Koanophyllon tricephalotes,3
Asteraceae,Lasianthaea,Lasianthaea fruticosa,3
Asteraceae,Lasiocephalus,Lasiocephalus patens,3
Asteraceae,Leonis,Leonis trineura,1
Asteraceae,Lepidaploa,Lepidaploa araguensis,3
Asteraceae,Lepidaploa,Lepidaploa arborescens,3
Asteraceae,Lepidaploa,Lepidaploa balansae,3
Asteraceae,Lepidaploa,Lepidaploa borinquensis,3
Asteraceae,Lepidaploa,Lepidaploa canescens,3
Asteraceae,Lepidaploa,Lepidaploa carachensis,3
Asteraceae,Lepidaploa,Lepidaploa glabra,3
Asteraceae,Lepidaploa,Lepidaploa myriocephala,3
Asteraceae,Lepidaploa,Lepidaploa pluvialis,3
Asteraceae,Lepidaploa,Lepidaploa sericea,3
Asteraceae,Lepidaploa,Lepidaploa tortuosa,3
Asteraceae,Lescaillea,Lescaillea equisetiformis,1
Asteraceae,Liabum,Liabum dimidium,3
Asteraceae,Liabum,Liabum discolor,3
Asteraceae,Llerasia,Llerasia pascoensis,3
Asteraceae,Llerasia,Llerasia macrocephala,3
Asteraceae,Lycoseris,Lycoseris crocata,3
Asteraceae,Lycoseris,Lycoseris eggersii,3
Asteraceae,Lycoseris,Lycoseris latifolia,3
Asteraceae,Lycoseris,Lycoseris peruviana,3
Asteraceae,Lycoseris,Lycoseris retroflexa,3
Asteraceae,Lycoseris,Lycoseris trinervis,3
Asteraceae,Mattfeldia,Mattfeldia triplinervis,1
Asteraceae,Mikania,Mikania acuminata,1
Asteraceae,Mikania,Mikania acutissima,1
Asteraceae,Mikania,Mikania additicia,1
Asteraceae,Mikania,Mikania aerolata,1
Asteraceae,Mikania,Mikania alba,1
Asteraceae,Mikania,Mikania alexandreae,1
Asteraceae,Mikania,Mikania allartii,1
Asteraceae,Mikania,Mikania amazonica,1
Asteraceae,Mikania,Mikania amblyolepis,1
Asteraceae,Mikania,Mikania amorimii,1
Asteraceae,Mikania,Mikania andrei,1
Asteraceae,Mikania,Mikania angularis,1
Asteraceae,Mikania,Mikania anisodora,1
Asteraceae,Mikania,Mikania aquaria,1
Asteraceae,Mikania,Mikania araguensis,1
Asteraceae,Mikania,Mikania archeri,1
Asteraceae,Mikania,Mikania argyreiae,1
Asteraceae,Mikania,Mikania argyropappa,1
Asteraceae,Mikania,Mikania aristei,1
Asteraceae,Mikania,Mikania aromatica,1
Asteraceae,Mikania,Mikania arthroclada,1
Asteraceae,Mikania,Mikania aschersonii,1
Asteraceae,Mikania,Mikania banisteriae,1
Asteraceae,Mikania,Mikania barahonensis,1
Asteraceae,Mikania,Mikania barrosoana,1
Asteraceae,Mikania,Mikania belemii,1
Asteraceae,Mikania,Mikania biformis,1
Asteraceae,Mikania,Mikania bishopii,1
Asteraceae,Mikania,Mikania bogotensis,1
Asteraceae,Mikania,Mikania boomii,1
Asteraceae,Mikania,Mikania brachycarpa,1
Asteraceae,Mikania,Mikania brachyphylla,1
Asteraceae,Mikania,Mikania bradei,1
Asteraceae,Mikania,Mikania brevifaucia,1
Asteraceae,Mikania,Mikania brooksii,1
Asteraceae,Mikania,Mikania brunnescens,1
Asteraceae,Mikania,Mikania buchii,1
Asteraceae,Mikania,Mikania buchtienii,1
Asteraceae,Mikania,Mikania buddlejifolia,1
Asteraceae,Mikania,Mikania bulbisetifera,1
Asteraceae,Mikania,Mikania bullata,1
Asteraceae,Mikania,Mikania burchellii,1
Asteraceae,Mikania,Mikania cabrerae,1
Asteraceae,Mikania,Mikania cacerensis,1
Asteraceae,Mikania,Mikania calcarulata,1
Asteraceae,Mikania,Mikania callineura,1
Asteraceae,Mikania,Mikania campanulata,1
Asteraceae,Mikania,Mikania camporum,1
Asteraceae,Mikania,Mikania campos-portoana,1
Asteraceae,Mikania,Mikania candolleana,1
Asteraceae,Mikania,Mikania capricorni,1
Asteraceae,Mikania,Mikania cardiophylla,1
Asteraceae,Mikania,Mikania carnosa,1
Asteraceae,Mikania,Mikania casarettoi,1
Asteraceae,Mikania,Mikania chaetoloba,1
Asteraceae,Mikania,Mikania chimborazensis,1
Asteraceae,Mikania,Mikania chlorolepis,1
Asteraceae,Mikania,Mikania clematidifolia,1
Asteraceae,Mikania,Mikania coarctata,1
Asteraceae,Mikania,Mikania cochabambana,1
Asteraceae,Mikania,Mikania comarapensis,1
Asteraceae,Mikania,Mikania concinna,1
Asteraceae,Mikania,Mikania conferta,1
Asteraceae,Mikania,Mikania confertissima,1
Asteraceae,Mikania,Mikania congesta,1
Asteraceae,Mikania,Mikania conglomerata,1
Asteraceae,Mikania,Mikania cordifolia,1
Asteraceae,Mikania,Mikania corymbulosa,1
Asteraceae,Mikania,Mikania crassifolia,1
Asteraceae,Mikania,Mikania crispiflora,1
Asteraceae,Mikania,Mikania cristata,1
Asteraceae,Mikania,Mikania cuatrecasasii,1
Asteraceae,Mikania,Mikania cuencana,1
Asteraceae,Mikania,Mikania cutervensis,1
Asteraceae,Mikania,Mikania cuzcoensis,1
Asteraceae,Mikania,Mikania cyanosma,1
Asteraceae,Mikania,Mikania cynanchifolia,1
Asteraceae,Mikania,Mikania daspitii,1
Asteraceae,Mikania,Mikania decora,1
Asteraceae,Mikania,Mikania dentata,1
Asteraceae,Mikania,Mikania desmocephala,1
Asteraceae,Mikania,Mikania dictyota,1
Asteraceae,Mikania,Mikania dioscoreoides,1
Asteraceae,Mikania,Mikania dissecta,1
Asteraceae,Mikania,Mikania divaricata,1
Asteraceae,Mikania,Mikania diversifolia,1
Asteraceae,Mikania,Mikania duckei,1
Asteraceae,Mikania,Mikania dudleyi,1
Asteraceae,Mikania,Mikania duidensis,1
Asteraceae,Mikania,Mikania dusenii,1
Asteraceae,Mikania,Mikania ecuadorensis,1
Asteraceae,Mikania,Mikania elliptica,1
Asteraceae,Mikania,Mikania erioclada,1
Asteraceae,Mikania,Mikania eriophora,1
Asteraceae,Mikania,Mikania eriostrepta,1
Asteraceae,Mikania,Mikania eucosma,1
Asteraceae,Mikania,Mikania euryanthela,1
Asteraceae,Mikania,Mikania featherstonei,1
Asteraceae,Mikania,Mikania ferruginea,1
Asteraceae,Mikania,Mikania filgueirasii,1
Asteraceae,Mikania,Mikania filicifolia,1
Asteraceae,Mikania,Mikania firmula,1
Asteraceae,Mikania,Mikania flabellata,1
Asteraceae,Mikania,Mikania flaccida,1
Asteraceae,Mikania,Mikania fragilis,1
Asteraceae,Mikania,Mikania gabrielii,1
Asteraceae,Mikania,Mikania glandulifera,1
Asteraceae,Mikania,Mikania glandulosissima,1
Asteraceae,Mikania,Mikania glaziovii,1
Asteraceae,Mikania,Mikania gleasonii,1
Asteraceae,Mikania,Mikania globifera,1
Asteraceae,Mikania,Mikania globosa,1
Asteraceae,Mikania,Mikania glomerata,1
Asteraceae,Mikania,Mikania gonzalezii,1
Asteraceae,Mikania,Mikania gracilipes,1
Asteraceae,Mikania,Mikania granulata,1
Asteraceae,Mikania,Mikania grazielae,1
Asteraceae,Mikania,Mikania guaco,1
Asteraceae,Mikania,Mikania guaranitica,1
Asteraceae,Mikania,Mikania guilleminii,1
Asteraceae,Mikania,Mikania haenkeana,1
Asteraceae,Mikania,Mikania harlingii,1
Asteraceae,Mikania,Mikania hastata,1
Asteraceae,Mikania,Mikania hastato-cordata,1
Asteraceae,Mikania,Mikania hastifolia,1
Asteraceae,Mikania,Mikania hemisphaerica,1
Asteraceae,Mikania,Mikania hexagonocaulis,1
Asteraceae,Mikania,Mikania hioramii,1
Asteraceae,Mikania,Mikania hirsutissima,1
Asteraceae,Mikania,Mikania hitchcockii,1
Asteraceae,Mikania,Mikania hoehnei,1
Asteraceae,Mikania,Mikania hoffmanniana,1
Asteraceae,Mikania,Mikania hookeriana,1
Asteraceae,Mikania,Mikania houstonioides,1
Asteraceae,Mikania,Mikania huanucoensis,1
Asteraceae,Mikania,Mikania incasina,1
Asteraceae,Mikania,Mikania infesta,1
Asteraceae,Mikania,Mikania inordinata,1
Asteraceae,Mikania,Mikania inornata,1
Asteraceae,Mikania,Mikania involucrata,1
Asteraceae,Mikania,Mikania iodotricha,1
Asteraceae,Mikania,Mikania iquitosensis,1
Asteraceae,Mikania,Mikania iserniana,1
Asteraceae,Mikania,Mikania jamaicensis,1
Asteraceae,Mikania,Mikania jamesonii,1
Asteraceae,Mikania,Mikania jeffreyi,1
Asteraceae,Mikania,Mikania jelskii,1
Asteraceae,Mikania,Mikania johnstonii,1
Asteraceae,Mikania,Mikania juninensis,1
Asteraceae,Mikania,Mikania klugii,1
Asteraceae,Mikania,Mikania kubitzkii,1
Asteraceae,Mikania,Mikania laevigata,1
Asteraceae,Mikania,Mikania lanceolata,1
Asteraceae,Mikania,Mikania lancifolia,1
Asteraceae,Mikania,Mikania lanuginosa,1
Asteraceae,Mikania,Mikania lasiandrae,1
Asteraceae,Mikania,Mikania lasiopoda,1
Asteraceae,Mikania,Mikania latifolia,1
Asteraceae,Mikania,Mikania laurifolia,1
Asteraceae,Mikania,Mikania leiostachya,1
Asteraceae,Mikania,Mikania lepidophora,1
Asteraceae,Mikania,Mikania leptotricha,1
Asteraceae,Mikania,Mikania leucophylla,1
Asteraceae,Mikania,Mikania ligustrifolia,1
Asteraceae,Mikania,Mikania lindbergii,1
Asteraceae,Mikania,Mikania lindleyana,1
Asteraceae,Mikania,Mikania longiacuminata,1
Asteraceae,Mikania,Mikania longiflora,1
Asteraceae,Mikania,Mikania longipes,1
Asteraceae,Mikania,Mikania lucida,1
Asteraceae,Mikania,Mikania lundiana,1
Asteraceae,Mikania,Mikania macdanielii,1
Asteraceae,Mikania,Mikania macrostipulata,1
Asteraceae,Mikania,Mikania malacolepis,1
Asteraceae,Mikania,Mikania marahuacensis,1
Asteraceae,Mikania,Mikania marinii,1
Asteraceae,Mikania,Mikania mathewsii,1
Asteraceae,Mikania,Mikania mattos-silvae,1
Asteraceae,Mikania,Mikania mazanensis,1
Asteraceae,Mikania,Mikania megalophylla,1
Asteraceae,Mikania,Mikania michelangeliana,1
Asteraceae,Mikania,Mikania miconioides,1
Asteraceae,Mikania,Mikania micrantha,1
Asteraceae,Mikania,Mikania microcephala,1
Asteraceae,Mikania,Mikania microdonta,1
Asteraceae,Mikania,Mikania microlepis,1
Asteraceae,Mikania,Mikania microptera,1
Asteraceae,Mikania,Mikania millei,1
Asteraceae,Mikania,Mikania monagasensis,1
Asteraceae,Mikania,Mikania montana,1
Asteraceae,Mikania,Mikania montverdensis,1
Asteraceae,Mikania,Mikania morii,1
Asteraceae,Mikania,Mikania multinervia,1
Asteraceae,Mikania,Mikania myriocephala,1
Asteraceae,Mikania,Mikania neblinensis,1
Asteraceae,Mikania,Mikania nemorosa,1
Asteraceae,Mikania,Mikania nigricans,1
Asteraceae,Mikania,Mikania nigropunctulata,1
Asteraceae,Mikania,Mikania nodulosa,1
Asteraceae,Mikania,Mikania obovata,1
Asteraceae,Mikania,Mikania obsoleta,1
Asteraceae,Mikania,Mikania ochroleuca,1
Asteraceae,Mikania,Mikania odoratissima,1
Asteraceae,Mikania,Mikania oliveirae,1
Asteraceae,Mikania,Mikania oopetala,1
Asteraceae,Mikania,Mikania oreimeles,1
Asteraceae,Mikania,Mikania oreophila,1
Asteraceae,Mikania,Mikania oreopola,1
Asteraceae,Mikania,Mikania orleansensis,1
Asteraceae,Mikania,Mikania ovalis,1
Asteraceae,Mikania,Mikania pachydictya,1
Asteraceae,Mikania,Mikania pachyphylla,1
Asteraceae,Mikania,Mikania paniculata,1
Asteraceae,Mikania,Mikania pannosa,1
Asteraceae,Mikania,Mikania papillosa,1
Asteraceae,Mikania,Mikania paranahybensis,1
Asteraceae,Mikania,Mikania paranensis,1
Asteraceae,Mikania,Mikania parodii,1
Asteraceae,Mikania,Mikania parvicapitulata,1
Asteraceae,Mikania,Mikania parviflora,1
Asteraceae,Mikania,Mikania pendula,1
Asteraceae,Mikania,Mikania pennellii,1
Asteraceae,Mikania,Mikania periplocifolia,1
Asteraceae,Mikania,Mikania pernambucensis,1
Asteraceae,Mikania,Mikania perstipulata,1
Asteraceae,Mikania,Mikania pterocaula,1
Asteraceae,Mikania,Mikania petrina,1
Asteraceae,Mikania,Mikania phaeoclados,1
Asteraceae,Mikania,Mikania pichinchensis,1
Asteraceae,Mikania,Mikania pilcomayensis,1
Asteraceae,Mikania,Mikania pilosa,1
Asteraceae,Mikania,Mikania pittieri,1
Asteraceae,Mikania,Mikania platyloba,1
Asteraceae,Mikania,Mikania pohliana,1
Asteraceae,Mikania,Mikania polycephala,1
Asteraceae,Mikania,Mikania polychaeta,1
Asteraceae,Mikania,Mikania popayanensis,1
Asteraceae,Mikania,Mikania populifolia,1
Asteraceae,Mikania,Mikania porosa,1
Asteraceae,Mikania,Mikania producta,1
Asteraceae,Mikania,Mikania pseudohoffmanniana,1
Asteraceae,Mikania,Mikania pseudomicrocephala,1
Asteraceae,Mikania,Mikania pseudorimachii,1
Asteraceae,Mikania,Mikania psilostachya,1
Asteraceae,Mikania,Mikania pterocaula,1
Asteraceae,Mikania,Mikania pteropoda,1
Asteraceae,Mikania,Mikania pulverulenta,1
Asteraceae,Mikania,Mikania pycnadenia,1
Asteraceae,Mikania,Mikania pyramidata,1
Asteraceae,Mikania,Mikania ranunculifolia,1
Asteraceae,Mikania,Mikania reticulosa,1
Asteraceae,Mikania,Mikania retifolia,1
Asteraceae,Mikania,Mikania reynoldsii,1
Asteraceae,Mikania,Mikania rhomboidea,1
Asteraceae,Mikania,Mikania rimachii,1
Asteraceae,Mikania,Mikania rondonensis,1
Asteraceae,Mikania,Mikania roraimensis,1
Asteraceae,Mikania,Mikania rotunda,1
Asteraceae,Mikania,Mikania rotundifolia,1
Asteraceae,Mikania,Mikania rubella,1
Asteraceae,Mikania,Mikania rufa,1
Asteraceae,Mikania,Mikania rufescens,1
Asteraceae,Mikania,Mikania rugosa,1
Asteraceae,Mikania,Mikania rusbyi,1
Asteraceae,Mikania,Mikania salicifolia,1
Asteraceae,Mikania,Mikania saltensis,1
Asteraceae,Mikania,Mikania salviifolia,1
Asteraceae,Mikania,Mikania salzmanniifolia,1
Asteraceae,Mikania,Mikania santosii,1
Asteraceae,Mikania,Mikania sarcodes,1
Asteraceae,Mikania,Mikania scabrida,1
Asteraceae,Mikania,Mikania scandens,1
Asteraceae,Mikania,Mikania schenckii,1
Asteraceae,Mikania,Mikania schultzii,1
Asteraceae,Mikania,Mikania seemannii,1
Asteraceae,Mikania,Mikania sericea,1
Asteraceae,Mikania,Mikania setigera,1
Asteraceae,Mikania,Mikania shushunensis,1
Asteraceae,Mikania,Mikania simpsonii,1
Asteraceae,Mikania,Mikania smaragdina,1
Asteraceae,Mikania,Mikania smilacina,1
Asteraceae,Mikania,Mikania speciosa,1
Asteraceae,Mikania,Mikania sprucei,1
Asteraceae,Mikania,Mikania steinbachii,1
Asteraceae,Mikania,Mikania stenomeres,1
Asteraceae,Mikania,Mikania stenophylla,1
Asteraceae,Mikania,Mikania stereodes,1
Asteraceae,Mikania,Mikania stevensiana,1
Asteraceae,Mikania,Mikania steyermarkii,1
Asteraceae,Mikania,Mikania stipulacea,1
Asteraceae,Mikania,Mikania stuebelii,1
Asteraceae,Mikania,Mikania stygia,1
Asteraceae,Mikania,Mikania stylosa,1
Asteraceae,Mikania,Mikania summinima,1
Asteraceae,Mikania,Mikania swartziana,1
Asteraceae,Mikania,Mikania sylvatica,1
Asteraceae,Mikania,Mikania szyszylowiczii,1
Asteraceae,Mikania,Mikania tambillensis,1
Asteraceae,Mikania,Mikania tenella,1
Asteraceae,Mikania,Mikania ternata,1
Asteraceae,Mikania,Mikania testudinaria,1
Asteraceae,Mikania,Mikania thyrsoidea,1
Asteraceae,Mikania,Mikania tonduzii,1
Asteraceae,Mikania,Mikania trachodes,1
Asteraceae,Mikania,Mikania trachypleura,1
Asteraceae,Mikania,Mikania triangularis,1
Asteraceae,Mikania,Mikania trichophila,1
Asteraceae,Mikania,Mikania trifolia,1
Asteraceae,Mikania,Mikania trinervis,1
Asteraceae,Mikania,Mikania trinitaria,1
Asteraceae,Mikania,Mikania tripartita,1
Asteraceae,Mikania,Mikania troyana,1
Asteraceae,Mikania,Mikania turbaricola,1
Asteraceae,Mikania,Mikania tysonii,1
Asteraceae,Mikania,Mikania ulei,1
Asteraceae,Mikania,Mikania urticifolia,1
Asteraceae,Mikania,Mikania vargasii,1
Asteraceae,Mikania,Mikania variifolia,1
Asteraceae,Mikania,Mikania vaupesensis,1
Asteraceae,Mikania,Mikania vauthieriana,1
Asteraceae,Mikania,Mikania venosa,1
Asteraceae,Mikania,Mikania violifolia,1
Asteraceae,Mikania,Mikania vismiifolia,1
Asteraceae,Mikania,Mikania vitifolia,1
Asteraceae,Mikania,Mikania weberbaueri,1
Asteraceae,Mikania,Mikania werdermannii,1
